cardnumber,cardname,page_title,card_type_raw,work_title,group,unit,cost,blade,blade_heart_raw,base_hearts_raw,required_hearts_raw,score,effect_text_raw,source_url,card_type_norm,base_hearts_counts_json,base_hearts_total,base_hearts_tags_json,required_hearts_counts_json,required_hearts_total,required_hearts_tags_json,blade_heart_counts_json,blade_heart_total,blade_heart_tags_json,effect_text_norm,effect_text_status,effect_text_is_no_ability,effect_tokens_json,tok_blade_icon_n,tok_energy_icon_n,tok_all_heart_n,tok_score_delta_icon,tok_unknown_tags_n,blade_heart_special_counts_json,blade_heart_draw_n,blade_heart_score_n,blade_heart_colorless_n,manual_override_applied,manual_override_reason
PL!HS-bp1-004,夕霧綴理,PL!HS-bp1-004 夕霧綴理 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,DOLLCHESTRA,15.0,4.0,<青>,<桃> 1 <緑> 1 <青> 4,,,"<起動>
<ターン1回>
<(E)>
<(E)>
<(E)>
：自分の控え室から『蓮ノ空』のライブカードを1枚手札に加える。
<ライブ開始時>
<(E)>
支払ってもよい：ライブ終了時まで、自分のライブ中のカード1枚につき、
<(ブレード)>
を得る。",https://wikiwiki.jp/llocardgame/PL%21HS-bp1-004%20%E5%A4%95%E9%9C%A7%E7%B6%B4%E7%90%86,MEMBER,{},0,[],{},0,[],"{""blue"": 1}",1,[],"<起動>
<ターン1回>
<(E)>
<(E)>
<(E)>
：自分の控え室から『蓮ノ空』のライブカードを1枚手札に加える。
<ライブ開始時>
<(E)>
支払ってもよい：ライブ終了時まで、自分のライブ中のカード1枚につき、
<(ブレード)>
を得る。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""tags"": [], ""blade_icon_n"": 1, ""energy_icon_n"": 4, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": []}",1,4,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!HS-bp1-005,大沢瑠璃乃,PL!HS-bp1-005 大沢瑠璃乃 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,みらくらぱーく！,9.0,3.0,なし,<桃> 2 <緑> 1,,,"<登場>
手札を3枚まで控え室に置いてもよい：これにより置いた枚数分カードを引く。",https://wikiwiki.jp/llocardgame/PL%21HS-bp1-005%20%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83,MEMBER,{},0,[],{},0,[],{},0,[],"<登場>
手札を3枚まで控え室に置いてもよい：これにより置いた枚数分カードを引く。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!HS-bp1-006,藤島慈,PL!HS-bp1-006 藤島慈 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,みらくらぱーく！,11.0,3.0,<桃> 1,<桃> 2 <緑> 1 <青> 1,,,"<登場>
カードを2枚引き、手札を1枚控え室に置く。
<ライブ開始時>
手札を1枚控え室に置いてもよい：自分のステージにほかのメンバーがいる場合、好きなハートの色を1つ指定する。ライブ終了時まで、そのハートを1つ得る。",https://wikiwiki.jp/llocardgame/PL%21HS-bp1-006%20%E8%97%A4%E5%B3%B6%E6%85%88,MEMBER,{},0,[],{},0,[],"{""pink"": 1}",1,[],"<登場>
カードを2枚引き、手札を1枚控え室に置く。
<ライブ開始時>
手札を1枚控え室に置いてもよい：自分のステージにほかのメンバーがいる場合、好きなハートの色を1つ指定する。ライブ終了時まで、そのハートを1つ得る。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!HS-bp1-007,百生吟子,PL!HS-bp1-007 百生吟子 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,スリーズブーケ,2.0,1.0,<緑>,<緑> 1,,,"<起動>
<ターン1回>
<(E)>
<(E)>
：カードを1枚引く。",https://wikiwiki.jp/llocardgame/PL%21HS-bp1-007%20%E7%99%BE%E7%94%9F%E5%90%9F%E5%AD%90,MEMBER,{},0,[],{},0,[],"{""green"": 1}",1,[],"<起動>
<ターン1回>
<(E)>
<(E)>
：カードを1枚引く。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""tags"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 2, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": []}",0,2,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!HS-bp1-008,徒町小鈴,PL!HS-bp1-008 徒町小鈴 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,DOLLCHESTRA,2.0,1.0,<青>,<青> 1,,,"<登場>
自分のデッキの上からカードを3枚控え室に置く。それらがすべてメンバーカードの場合、カードを1枚引く。",https://wikiwiki.jp/llocardgame/PL%21HS-bp1-008%20%E5%BE%92%E7%94%BA%E5%B0%8F%E9%88%B4,MEMBER,{},0,[],{},0,[],"{""blue"": 1}",1,[],"<登場>
自分のデッキの上からカードを3枚控え室に置く。それらがすべてメンバーカードの場合、カードを1枚引く。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!HS-bp1-009,安養寺姫芽,PL!HS-bp1-009 安養寺姫芽 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,みらくらぱーく！,4.0,0.0,<桃>,<桃> 2,,,"<登場>
手札を1枚控え室に置いてもよい：自分のデッキの上からカードを5枚見る。その中から『みらくらぱーく！』のカードを1枚公開して手札に加えてもよい。残りを控え室に置く。",https://wikiwiki.jp/llocardgame/PL%21HS-bp1-009%20%E5%AE%89%E9%A4%8A%E5%AF%BA%E5%A7%AB%E8%8A%BD,MEMBER,{},0,[],{},0,[],"{""pink"": 1}",1,[],"<登場>
手札を1枚控え室に置いてもよい：自分のデッキの上からカードを5枚見る。その中から『みらくらぱーく！』のカードを1枚公開して手札に加えてもよい。残りを控え室に置く。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!HS-bp1-010,日野下花帆,PL!HS-bp1-010 日野下花帆 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,スリーズブーケ,4.0,1.0,なし,<緑> 2,,,"<登場>
カードを1枚引き、手札を1枚控え室に置く。",https://wikiwiki.jp/llocardgame/PL%21HS-bp1-010%20%E6%97%A5%E9%87%8E%E4%B8%8B%E8%8A%B1%E5%B8%86,MEMBER,{},0,[],{},0,[],{},0,[],"<登場>
カードを1枚引き、手札を1枚控え室に置く。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!HS-bp1-011,村野さやか,PL!HS-bp1-011 村野さやか - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,DOLLCHESTRA,9.0,3.0,なし,<緑> 1 <青> 2,,,"<登場>
手札を1枚控え室に置いてもよい：自分のデッキの上からカードを5枚見る。その中からライブカードを1枚公開して手札に加えてもよい。残りを控え室に置く。",https://wikiwiki.jp/llocardgame/PL%21HS-bp1-011%20%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B,MEMBER,{},0,[],{},0,[],{},0,[],"<登場>
手札を1枚控え室に置いてもよい：自分のデッキの上からカードを5枚見る。その中からライブカードを1枚公開して手札に加えてもよい。残りを控え室に置く。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!HS-bp1-012,乙宗梢,PL!HS-bp1-012 乙宗梢 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,スリーズブーケ,4.0,1.0,<緑>,<緑> 1 <青> 1,,,(なし),https://wikiwiki.jp/llocardgame/PL%21HS-bp1-012%20%E4%B9%99%E5%AE%97%E6%A2%A2,MEMBER,{},0,[],{},0,[],"{""green"": 1}",1,[],(なし),NO_ABILITY,1,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!HS-bp1-013,夕霧綴理,PL!HS-bp1-013 夕霧綴理 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,DOLLCHESTRA,4.0,1.0,<青> 1,<桃> 1 <青> 1,,,(なし),https://wikiwiki.jp/llocardgame/PL%21HS-bp1-013%20%E5%A4%95%E9%9C%A7%E7%B6%B4%E7%90%86,MEMBER,{},0,[],{},0,[],"{""blue"": 1}",1,[],(なし),NO_ABILITY,1,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!HS-bp1-014,大沢瑠璃乃,PL!HS-bp1-014 大沢瑠璃乃 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,みらくらぱーく！,4.0,1.0,なし,<桃> 2,,,"<登場>
カードを1枚引き、手札を1枚控え室に置く。",https://wikiwiki.jp/llocardgame/PL%21HS-bp1-014%20%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83,MEMBER,{},0,[],{},0,[],{},0,[],"<登場>
カードを1枚引き、手札を1枚控え室に置く。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!HS-bp1-015,藤島慈,PL!HS-bp1-015 藤島慈 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,みらくらぱーく！,4.0,1.0,<桃>,<桃> 1 <緑> 1,,,(なし),https://wikiwiki.jp/llocardgame/PL%21HS-bp1-015%20%E8%97%A4%E5%B3%B6%E6%85%88,MEMBER,{},0,[],{},0,[],"{""pink"": 1}",1,[],(なし),NO_ABILITY,1,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!HS-bp1-016,百生吟子,PL!HS-bp1-016 百生吟子 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,スリーズブーケ,9.0,3.0,なし,<桃> 1 <緑> 2 <青> 1,,,(なし),https://wikiwiki.jp/llocardgame/PL%21HS-bp1-016%20%E7%99%BE%E7%94%9F%E5%90%9F%E5%AD%90,MEMBER,{},0,[],{},0,[],{},0,[],(なし),NO_ABILITY,1,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!HS-bp1-017,徒町小鈴,PL!HS-bp1-017 徒町小鈴 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,DOLLCHESTRA,9.0,3.0,なし,<桃> 1 <緑> 1 <青> 2,,,(なし),https://wikiwiki.jp/llocardgame/PL%21HS-bp1-017%20%E5%BE%92%E7%94%BA%E5%B0%8F%E9%88%B4,MEMBER,{},0,[],{},0,[],{},0,[],(なし),NO_ABILITY,1,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!HS-bp1-018,安養寺姫芽,PL!HS-bp1-018 安養寺姫芽 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,みらくらぱーく！,9.0,3.0,なし,<桃> 2 <緑> 1 <青> 1,,,(なし),https://wikiwiki.jp/llocardgame/PL%21HS-bp1-018%20%E5%AE%89%E9%A4%8A%E5%AF%BA%E5%A7%AB%E8%8A%BD,MEMBER,{},0,[],{},0,[],{},0,[],(なし),NO_ABILITY,1,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!HS-bp1-019,Dream Believers,PL!HS-bp1-019 Dream Believers - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,ライブ,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,,,,<スコア+1>,,<任意> 4 (合計4),1.0,(なし),https://wikiwiki.jp/llocardgame/PL%21HS-bp1-019%20Dream%20Believers,LIVE,{},0,[],{},4,[],{},0,[],(なし),NO_ABILITY,1,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 1, ""colorless"": 0}",0,1,0,,
PL!HS-bp1-020,365 Days,PL!HS-bp1-020 365 Days - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,ライブ,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,,,,<ALL>,,<任意> 6 (合計6),2.0,(なし),https://wikiwiki.jp/llocardgame/PL%21HS-bp1-020%20365%20Days,LIVE,{},0,[],{},6,[],"{""all"": 1}",1,[],(なし),NO_ABILITY,1,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!HS-bp1-021,Holiday∞Holiday,PL!HS-bp1-021 Holiday∞Holiday - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,ライブ,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,スリーズブーケ,,,<ALL>,,<緑> 5 <任意> 5 (合計10),4.0,"<ライブ成功時>
エールにより公開された自分のカードの中から、『蓮ノ空』のライブカードを1枚手札に加える。",https://wikiwiki.jp/llocardgame/PL%21HS-bp1-021%20Holiday%E2%88%9EHoliday,LIVE,{},0,[],{},10,[],"{""all"": 1}",1,[],"<ライブ成功時>
エールにより公開された自分のカードの中から、『蓮ノ空』のライブカードを1枚手札に加える。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!HS-bp1-022,AWOKE,PL!HS-bp1-022 AWOKE - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,ライブ,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,DOLLCHESTRA,,,<青> <ドロー+1>,,<青> 6 <任意> 6 (合計12),5.0,"<ライブ成功時>
エールにより公開された自分のカードの中に『蓮ノ空』のメンバーカードが10枚以上ある場合、このカードのスコアを+1する。",https://wikiwiki.jp/llocardgame/PL%21HS-bp1-022%20AWOKE,LIVE,{},0,[],{},12,[],"{""blue"": 1}",1,[],"<ライブ成功時>
エールにより公開された自分のカードの中に『蓮ノ空』のメンバーカードが10枚以上ある場合、このカードのスコアを+1する。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 1, ""score"": 0, ""colorless"": 0}",1,0,0,,
PL!HS-bp1-023,ド！ド！ド！,PL!HS-bp1-023 ド！ド！ド！ - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,ライブ,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,みらくらぱーく！,,,<ALL>,,<桃> 3 <任意> 2 (合計5),2.0,"<ライブ成功時>
ライブの合計スコアが相手より高く、かつ自分のステージに『蓮ノ空』のメンバーがいる場合、自分のエネルギーデッキから、エネルギーカードを1枚ウェイト状態で置く。",https://wikiwiki.jp/llocardgame/PL%21HS-bp1-023%20%E3%83%89%EF%BC%81%E3%83%89%EF%BC%81%E3%83%89%EF%BC%81,LIVE,{},0,[],{},5,[],"{""all"": 1}",1,[],"<ライブ成功時>
ライブの合計スコアが相手より高く、かつ自分のステージに『蓮ノ空』のメンバーがいる場合、自分のエネルギーデッキから、エネルギーカードを1枚ウェイト状態で置く。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!HS-bp2-001,日野下花帆,PL!HS-bp2-001 日野下花帆 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,スリーズブーケ,13.0,4.0,<緑>,<赤> 1 <緑> 3 <青> 1,,,"<起動>
<ターン1回>
<(E)>
<(E)>
：自分の控え室からスコア3以下の『蓮ノ空』のライブカードを1枚手札に加える。",https://wikiwiki.jp/llocardgame/PL%21HS-bp2-001%20%E6%97%A5%E9%87%8E%E4%B8%8B%E8%8A%B1%E5%B8%86,MEMBER,{},0,[],{},0,[],"{""green"": 1}",1,[],"<起動>
<ターン1回>
<(E)>
<(E)>
：自分の控え室からスコア3以下の『蓮ノ空』のライブカードを1枚手札に加える。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""tags"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 2, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": []}",0,2,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!HS-bp2-002,村野さやか,PL!HS-bp2-002 村野さやか - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,DOLLCHESTRA,13.0,4.0,<青>,<青> 4,,,"<登場>
自分の控え室からコスト2以下のメンバーカードを2枚まで手札に加える。
<常時>
自分のステージに、このメンバーよりコストの大きいメンバーがいる場合、
<(ブレード)>
<(ブレード)>
<(ブレード)>
を得る。",https://wikiwiki.jp/llocardgame/PL%21HS-bp2-002%20%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B,MEMBER,{},0,[],{},0,[],"{""blue"": 1}",1,[],"<登場>
自分の控え室からコスト2以下のメンバーカードを2枚まで手札に加える。
<常時>
自分のステージに、このメンバーよりコストの大きいメンバーがいる場合、
<(ブレード)>
<(ブレード)>
<(ブレード)>
を得る。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""tags"": [], ""blade_icon_n"": 3, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": []}",3,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!HS-bp2-003,乙宗梢,PL!HS-bp2-003 乙宗梢 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,スリーズブーケ,5.0,1.0,なし,<緑> 2 <青> 1,,,"<ライブ開始時>
手札を1枚控え室に置いてもよい：自分のデッキの上からカードを3枚見る。その中から好きな枚数を好きな順番でデッキの上に置き、残りを控え室に置く。",https://wikiwiki.jp/llocardgame/PL%21HS-bp2-003%20%E4%B9%99%E5%AE%97%E6%A2%A2,MEMBER,{},0,[],{},0,[],{},0,[],"<ライブ開始時>
手札を1枚控え室に置いてもよい：自分のデッキの上からカードを3枚見る。その中から好きな枚数を好きな順番でデッキの上に置き、残りを控え室に置く。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!HS-bp2-004,夕霧綴理,PL!HS-bp2-004 夕霧綴理 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,DOLLCHESTRA,2.0,1.0,<青>,<青> 1,,,"<起動>
このメンバーをステージから控え室に置く：自分の控え室からライブカードを1枚手札に加える。",https://wikiwiki.jp/llocardgame/PL%21HS-bp2-004%20%E5%A4%95%E9%9C%A7%E7%B6%B4%E7%90%86,MEMBER,{},0,[],{},0,[],"{""blue"": 1}",1,[],"<起動>
このメンバーをステージから控え室に置く：自分の控え室からライブカードを1枚手札に加える。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""blade_icon_n"": 0, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": [], ""tags"": []}",0,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!HS-bp2-005,大沢瑠璃乃,PL!HS-bp2-005 大沢瑠璃乃 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,みらくらぱーく！,10.0,3.0,なし,<桃> 4,,,"<登場>
手札を1枚控え室に置いてもよい：自分のステージにほかのメンバーがいる場合、自分の控え室から『みらくらぱーく！』のカードを1枚手札に加える。
<ライブ開始時>
<(E)>
支払ってもよい：自分のステージのエリアすべてにメンバーが登場している場合、ライブ終了時まで、
<(ブレード)>
<(ブレード)>
を得る。",https://wikiwiki.jp/llocardgame/PL%21HS-bp2-005%20%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83,MEMBER,{},0,[],{},0,[],{},0,[],"<登場>
手札を1枚控え室に置いてもよい：自分のステージにほかのメンバーがいる場合、自分の控え室から『みらくらぱーく！』のカードを1枚手札に加える。
<ライブ開始時>
<(E)>
支払ってもよい：自分のステージのエリアすべてにメンバーが登場している場合、ライブ終了時まで、
<(ブレード)>
<(ブレード)>
を得る。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""tags"": [], ""blade_icon_n"": 2, ""energy_icon_n"": 1, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": []}",2,1,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
PL!HS-bp2-006,藤島慈,PL!HS-bp2-006 藤島慈 - ラブライブ！シリーズ オフィシャルカードゲーム(ラブカ) 非公式 Wiki*,メンバー,ラブライブ！蓮ノ空女学院スクールアイドルクラブ,蓮ノ空,みらくらぱーく！,15.0,4.0,<桃>,<桃> 4 <緑> 1 <青> 1,,,"<登場>
自分のステージにいるメンバーを、それぞれ好きなエリアに移動させてもよい。
<常時>
自分のステージにいるほかの『みらくらぱーく！』のメンバー1人につき、
<(ブレード)>
を得る。",https://wikiwiki.jp/llocardgame/PL%21HS-bp2-006%20%E8%97%A4%E5%B3%B6%E6%85%88,MEMBER,{},0,[],{},0,[],"{""pink"": 1}",1,[],"<登場>
自分のステージにいるメンバーを、それぞれ好きなエリアに移動させてもよい。
<常時>
自分のステージにいるほかの『みらくらぱーく！』のメンバー1人につき、
<(ブレード)>
を得る。",HAS_TEXT,0,"{""hearts"": {}, ""blade_mentions"": [], ""tags"": [], ""blade_icon_n"": 1, ""energy_icon_n"": 0, ""all_heart_n"": 0, ""score_delta_icon"": 0, ""unknown_tags"": []}",1,0,0,0,0,"{""draw"": 0, ""score"": 0, ""colorless"": 0}",0,0,0,,
