canonical_audit_id,source_audit_ids,cardnumber,cardname,card_type,canonical_trigger,canonical_effect_text,source_phase3_classifications,source_phase4_classifications,correction_notes
PL!S-bp2-024#A01,PL!S-bp2-024#A01,PL!S-bp2-024,君のこころは輝いてるかい？,LIVE,常時,このカードは成功ライブカード置き場に置くことができない。,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,TRIGGER_RECLASSIFIED
PL!S-bp3-001#A01,PL!S-bp3-001#A01,PL!S-bp3-001,高海千歌,MEMBER,起動,メンバー1人をウェイトにする：ライブ終了時まで、これによってウェイト状態になったメンバーは、「<常時>ライブの合計スコアを+1する。」を得る。 / (この能力はセンターエリアに登場している場合のみ起動できる。),PARTIAL_BRANCH_MISSING,PARTIAL_CONFIRMED,TRIGGER_RECLASSIFIED
PL!S-bp3-006#A01,PL!S-bp3-006#A01,PL!S-bp3-006,津島善子,MEMBER,起動,このメンバーをウェイトにし、手札を1枚控え室に置く：このメンバー以外の『Aqours』のメンバー1人を自分のステージから控え室に置く。そうした場合、自分の控え室から、そのメンバーのコストに2を足した数に等しいコストの『Aqours』のメンバーカードを1枚、そのメンバーがいたエリアに登場させる。,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,TRIGGER_RECLASSIFIED
PL!S-bp3-016#A01,PL!S-bp3-016#A01,PL!S-bp3-016,国木田花丸,MEMBER,常時,自分の成功ライブカード置き場にあるカード1枚につき、ステージにいるこのメンバーのコストを+1する。,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,TRIGGER_RECLASSIFIED
PL!S-bp5-001#A02,PL!S-bp5-001#A02,PL!S-bp5-001,高海千歌,MEMBER,常時,能力を持たないメンバーを自分の手札から登場させるためのコストは1減る。,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,TRIGGER_RECLASSIFIED
PL!S-bp5-008#A01,PL!S-bp5-008#A01,PL!S-bp5-008,小原鞠莉,MEMBER,常時,相手の余剰ハートが2つ以上あるかぎり、自分のライブの合計スコアを+1する。,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,TRIGGER_RECLASSIFIED
PL!S-bp6-002#A01,PL!S-bp6-002#A01,PL!S-bp6-002,桜内梨子,MEMBER,BODY,『Aqours』のライブカードが自分のライブカード置き場から控え室に置かれたとき、そのライブカードをデッキの一番上か一番下に置いてもよい。,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,VALID_TOP_LEVEL_ABILITY
PL!S-bp6-003#A01,PL!S-bp6-003#A01,PL!S-bp6-003,松浦果南,MEMBER,起動,"<(E)><(E)>,手札を1枚控え室に置く：このメンバー以外の『Aqours』のメンバー1人を自分のステージから控え室に置いてもよい。そうした場合、自分の控え室から、そのメンバーのコストに2を足した数に等しいコストの『Aqours』のメンバーカードを1枚、そのメンバーがいたエリアに登場させる。",STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,TRIGGER_RECLASSIFIED
PL!S-bp6-004#A02,PL!S-bp6-004#A02,PL!S-bp6-004,黒澤ダイヤ,MEMBER,ライブ開始時,自分のライブカード置き場にカードが2枚以上ある場合、その中から<ライブ開始時>能力を持たない『Aqours』のライブカードを1枚選び、デッキの一番上に置いてもよい。そうした場合、ライブ終了時まで、<赤>と<緑>を得る。,NOT_IMPLEMENTED_WITH_EVIDENCE,STATIC_ANALYSIS_INCONCLUSIVE,VALID_TOP_LEVEL_ABILITY
PL!S-bp6-009#A01,PL!S-bp6-009#A01,PL!S-bp6-009,黒澤ルビィ,MEMBER,常時,相手の成功ライブカード置き場にあるカードの枚数が自分より多いかぎり、その差に等しい数の<(ブレード)>を得る。,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,TRIGGER_RECLASSIFIED
PL!S-bp7-005#A04,PL!S-bp7-005#A04,PL!S-bp7-005,渡辺曜,MEMBER,登場,自分の控え室にあるメンバーカード1枚を、自分のステージにいるメンバー1人の下に置く。,NOT_IMPLEMENTED_WITH_EVIDENCE,STATIC_ANALYSIS_INCONCLUSIVE,VALID_TOP_LEVEL_ABILITY
PL!S-bp7-006#A01,PL!S-bp7-006#A01,PL!S-bp7-006,津島善子,MEMBER,ライブ開始時,自分のデッキの下からカードを3枚控え室に置く。それらがすべて『Aqours』のメンバーカードの場合、ライブ終了時まで、<緑>を得る。,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,VALID_TOP_LEVEL_ABILITY
PL!S-bp7-015#A01,PL!S-bp7-015#A01,PL!S-bp7-015,津島善子,MEMBER,常時,自分のデッキの下からカードを1枚控え室に置く。それがライブカードの場合、ライブ終了時まで、<赤>を得る。,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,TRIGGER_RECLASSIFIED
PL!S-bp7-016#A01,PL!S-bp7-016#A01,PL!S-bp7-016,国木田花丸,MEMBER,常時,自分のステージにメンバーが3人以上いるかぎり、<赤><緑><青>を得る。,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,TRIGGER_RECLASSIFIED
PL!S-bp7-022#A01,PL!S-bp7-022#A01,PL!S-bp7-022,恋になりたいAQUARIUM,LIVE,常時,自分のエールは、デッキの上から行う代わりにデッキの下から行う。,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,TRIGGER_RECLASSIFIED
PL!S-pb1-006#A01,PL!S-pb1-006#A01,PL!S-pb1-006,津島善子,MEMBER,起動,手札のライブカードを1枚公開する：相手は手札を1枚控え室に置いてもよい。そうしなかった場合、ライブ終了時まで、<(ブレード)><(ブレード)><(ブレード)><(ブレード)>を得る。,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,TRIGGER_RECLASSIFIED
PL!S-pb1-009#A01,PL!S-pb1-009#A01,PL!S-pb1-009,黒澤ルビィ,MEMBER,常時,自分と相手の成功ライブカード置き場にカードが合計3枚以上ある場合、<(ブレード)><(ブレード)><(ブレード)>を得る。,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,TRIGGER_RECLASSIFIED
PL!S-pb1-019#A03,PL!S-pb1-019#A03,PL!S-pb1-019,元気全開DAY！DAY！DAY！,LIVE,ライブ開始時,自分のステージいる『Aqours』のメンバーが持つハートに、<赤>が合計6個以上ある場合、このカードの<ライブ成功時>能力を無効にする。,NOT_IMPLEMENTED_WITH_EVIDENCE,STATIC_ANALYSIS_INCONCLUSIVE,VALID_TOP_LEVEL_ABILITY
PL!SP-PR-022#A01,PL!SP-PR-022#A01,PL!SP-PR-022,若菜四季,MEMBER,常時,自分と相手のステージにメンバーが合計6人いるかぎり、<赤><黄>を得る。,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,TRIGGER_RECLASSIFIED
PL!SP-PR-026#A02,PL!SP-PR-026#A02,PL!SP-PR-026,鬼塚夏美,MEMBER,ライブ開始時,自分のライブカード置き場にあるライブカードのスコアの合計が8以上の場合、『<常時>ライブの合計スコアを+1する。』を得る。,NOT_IMPLEMENTED_WITH_EVIDENCE,STATIC_ANALYSIS_INCONCLUSIVE,VALID_TOP_LEVEL_ABILITY
PL!SP-bp1-001#A01,PL!SP-bp1-001#A01,PL!SP-bp1-001,澁谷かのん,MEMBER,常時,自分のステージにほかのメンバーがいない場合、自分はライブできない。,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,TRIGGER_RECLASSIFIED
PL!SP-bp1-003#A01,PL!SP-bp1-003#A01,PL!SP-bp1-003,嵐千砂都,MEMBER,起動,手札にあるメンバーカードを好きな枚数公開する：公開したカードのコストの合計が、10、20、30、40、50のいずれかの場合、ライブ終了時まで、「<常時>ライブの合計スコアを+1する。」を得る。,IMPLEMENTED_ROUTE_UNVERIFIED,STATIC_FALSE_POSITIVE,TRIGGER_RECLASSIFIED
PL!SP-bp1-004#A01,PL!SP-bp1-004#A01,PL!SP-bp1-004,平安名すみれ,MEMBER,常時,ステージのセンターエリアにいる場合、<(ブレード)><(ブレード)><(ブレード)><(ブレード)><(ブレード)>を得る。,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,TRIGGER_RECLASSIFIED
PL!SP-bp2-001#A02,PL!SP-bp2-001#A02,PL!SP-bp2-001,澁谷かのん,MEMBER,登場,自分のステージにいる『Liella!』メンバー1人のすべての<ライブ開始時>能力を、ライブ終了時まで、無効にしてもよい。これにより無効にした場合、自分の控え室から『Liella!』のカードを1枚手札に加える。,NOT_IMPLEMENTED_WITH_EVIDENCE,STATIC_ANALYSIS_INCONCLUSIVE,VALID_TOP_LEVEL_ABILITY
PL!SP-bp2-004#A01,PL!SP-bp2-004#A01,PL!SP-bp2-004,平安名すみれ,MEMBER,常時,自分のステージにいるメンバーのうち、センターエリアにいるメンバーが最も大きいコストを持つ場合、<黄>を得る。,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,TRIGGER_RECLASSIFIED
PL!SP-bp2-006#A03,PL!SP-bp2-006#A03,PL!SP-bp2-006,桜小路きな子,MEMBER,登場,バトンタッチして登場した場合、このバトンタッチで控え室に置かれた『Liella!』のメンバーカードを1枚手札に加える。,NOT_IMPLEMENTED_WITH_EVIDENCE,STATIC_ANALYSIS_INCONCLUSIVE,VALID_TOP_LEVEL_ABILITY
PL!SP-bp2-008#A01,PL!SP-bp2-008#A01,PL!SP-bp2-008,若菜四季,MEMBER,起動,<(E)>：このメンバーがいるエリアとは別の自分のエリア1つを選ぶ。このメンバーをそのエリアに移動する。選んだエリアにメンバーがいる場合、そのメンバーは、このメンバーがいたエリアに移動させる。,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,TRIGGER_RECLASSIFIED
PL!SP-bp2-010#A01,PL!SP-bp2-010#A01,PL!SP-bp2-010,ウィーン・マルガレーテ,MEMBER,常時,相手のライブカード置き場にあるすべてのライブカードは、成功させるための必要ハートが<任意>多くなる。,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,TRIGGER_RECLASSIFIED
PL!SP-bp4-003#A02,PL!SP-bp4-003#A02,PL!SP-bp4-003,嵐千砂都,MEMBER,常時,<(ブレード)><(ブレード)>を得る。,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,TRIGGER_RECLASSIFIED
PL!SP-bp4-004#A01,PL!SP-bp4-004#A01,PL!SP-bp4-004,平安名すみれ,MEMBER,常時,このカードのプレイに際し、2人のメンバーとバトンタッチしてもよい。,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,TRIGGER_RECLASSIFIED
PL!SP-bp4-009#A01,PL!SP-bp4-009#A01,PL!SP-bp4-009,鬼塚夏美,MEMBER,常時,自分のステージにいるメンバーのコストが相手より低いかぎり、<(ブレード)><(ブレード)><(ブレード)>を得る。,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,TRIGGER_RECLASSIFIED
PL!SP-bp4-016#A01,PL!SP-bp4-016#A01,PL!SP-bp4-016,葉月恋,MEMBER,BODY,カードの効果で自分のエネルギー置き場にエネルギーカードが置かれるたび、ライブ終了時まで、<紫>を得る。,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,VALID_TOP_LEVEL_ABILITY
PL!SP-bp4-021#A01,PL!SP-bp4-021#A01,PL!SP-bp4-021,ウィーン・マルガレーテ,MEMBER,常時,自分のエネルギーが相手より多いかぎり、<紫>を得る。,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,TRIGGER_RECLASSIFIED
PL!SP-bp5-003#A01,PL!SP-bp5-003#A01,PL!SP-bp5-003,嵐千砂都,MEMBER,常時,コスト10の『Liella!』のメンバーカードを自分の手札から登場させるためのコストは2減る。,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,TRIGGER_RECLASSIFIED
PL!SP-bp5-005#A01,PL!SP-bp5-005#A01,PL!SP-bp5-005,葉月恋,MEMBER,起動,デッキの上からカードを3枚控え室に置く：ライブ終了時まで、これにより控え室に置いた『Liella!』のメンバーカード1枚につき、<(ブレード)>を得る。,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,TRIGGER_RECLASSIFIED
PL!SP-bp5-005#A02,PL!SP-bp5-005#A02,PL!SP-bp5-005,葉月恋,MEMBER,BODY,自分のメインフェイズの際、自分のカードが1枚以上いずれかの領域から控え室に置かれるたび、<(E)>支払ってもよい。そうした場合、それらのカードの中から1枚手札に加える。,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,VALID_TOP_LEVEL_ABILITY
PL!SP-bp5-012#A01,PL!SP-bp5-012#A01,PL!SP-bp5-012,澁谷かのん,MEMBER,常時,自分のライブカード置き場に必要ハートの合計が8以上の『Liella!』のライブカードがあるかぎり、<黄>を得る。,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,TRIGGER_RECLASSIFIED
PL!SP-bp7-005#A01,PL!SP-bp7-005#A01,PL!SP-bp7-005,葉月恋,MEMBER,BODY,このメンバーが登場するか、自分のエネルギーがエネルギー置き場からエネロキーデッキに置かれたとき、自分のエネルギーデッキから、エネルギーカードを1枚ウェイト状態で置く。そのエネルギーカードは、次のターンのアクティブフェイズにアクティブしない。,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,VALID_TOP_LEVEL_ABILITY
PL!SP-bp7-005#A02,PL!SP-bp7-005#A02,PL!SP-bp7-005,葉月恋,MEMBER,BODY,自分のカードの効果によって、自分のエネルギー置き場にエネルギーが置かれたとき、ライブ終了時まで、<(ブレード)>を得る。,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,VALID_TOP_LEVEL_ABILITY
PL!SP-bp7-025#A01,PL!SP-bp7-025#A01,PL!SP-bp7-025,Memories,LIVE,ライブ開始時,ライブ終了時まで、自分のステージにいる「嵐千砂都」1人は<(ブレード)>を得る。,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,VALID_TOP_LEVEL_ABILITY
PL!SP-pb2-000#A01,PL!SP-pb2-000#A01,PL!SP-pb2-000,嵐千砂都＆鬼塚夏美,MEMBER,常時,このカードのプレイに際し、2人のメンバーとバトンタッチしてもよい。,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,TRIGGER_RECLASSIFIED
PL!SP-pb2-005#A02,PL!SP-pb2-005#A02,PL!SP-pb2-005,葉月恋,MEMBER,常時,このメンバーは、このメンバーの下に置かれている『Liella!』のメンバーカードが持つ<起動>能力をすべて得る。,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,TRIGGER_RECLASSIFIED
PL!SP-pb2-005#A03,PL!SP-pb2-005#A03,PL!SP-pb2-005,葉月恋,MEMBER,登場,バトンタッチして登場した場合、このバトンタッチで控え室に置かれた『Liella!』のメンバーカードを1枚、このメンバーの下に置く。,NOT_IMPLEMENTED_WITH_EVIDENCE,STATIC_ANALYSIS_INCONCLUSIVE,VALID_TOP_LEVEL_ABILITY
PL!SP-pb2-006#A01,PL!SP-pb2-006#A01,PL!SP-pb2-006,桜小路きな子,MEMBER,常時,このメンバーの下にある『Liella!』のメンバーカード1枚につき、このメンバーのコストを+1する。,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,TRIGGER_RECLASSIFIED
PL!SP-pb2-006#A02,PL!SP-pb2-006#A02,PL!SP-pb2-006,桜小路きな子,MEMBER,BODY,自分のライブが成功するか、このメンバーがエリアを移動したとき、自分の控室にある『Liella!』のメンバーカードを1枚、このメンバーの下に置く。,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,VALID_TOP_LEVEL_ABILITY
PL!SP-pb2-022#A01,PL!SP-pb2-022#A01,PL!SP-pb2-022,鬼塚冬毬,MEMBER,BODY,自分のステージにいる『5yncri5e!』のメンバーがセンターエリアに移動したとき、ライブ終了時まで、<(ブレード)><(ブレード)><(ブレード)><(ブレード)>を得る。,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,VALID_TOP_LEVEL_ABILITY
PL!SP-pb2-035#A01,PL!SP-pb2-035#A01,PL!SP-pb2-035,唐可可,MEMBER,常時,<(ブレード)><(ブレード)>を得る。,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,TRIGGER_RECLASSIFIED
PL!SP-pb2-041#A01,PL!SP-pb2-041#A01,PL!SP-pb2-041,若菜四季,MEMBER,常時,<(ブレード)><(ブレード)>を得る。,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,TRIGGER_RECLASSIFIED
PL!SP-pb2-046#A01,PL!SP-pb2-046#A01,PL!SP-pb2-046,Butterfly Wing,LIVE,常時,自分のステージにいるメンバーが持つ<ライブ開始時>能力は発動しない。,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,TRIGGER_RECLASSIFIED
PL!SP-pb2-046#A03,PL!SP-pb2-046#A03,PL!SP-pb2-046,Butterfly Wing,LIVE,BODY,自分のステージにいるメンバーが持つ<ライブ開始時>能力は発動しない。,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,VALID_TOP_LEVEL_ABILITY
PL!SP-sd2-004#A01,PL!SP-sd2-004#A01,PL!SP-sd2-004,平安名すみれ,MEMBER,常時,<(ブレード)><(ブレード)><(ブレード)><(ブレード)>を得る。,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,TRIGGER_RECLASSIFIED
