audit_id,cardnumber,cardname,effect_text,trigger,families,phase3_classification,phase4_classification,runtime_checked,trigger_reached,resolver_reached,effect_resolved,state_result,cleanup_result,undo_result,ui_result,implementation_files,functions,pending_kind,evidence,confidence,notes
PL!N-PR-008#A01,PL!N-PR-008,近江彼方,手札をすべて公開する：自分のステージにほかのメンバーがおり、かつこれにより公開した手札の中にライブカードがない場合、自分のデッキの上からカードを5枚見る。その中からライブカードを1枚公開して手札に加えてもよい。残りを控え室に置く。,BODY,手札を捨てる;控え室から回収;デッキ上を見る;常時効果,IMPLEMENTED_ROUTE_UNVERIFIED,STATIC_FALSE_POSITIVE,YES,NO,NO,NO,STATE_RECORDED,NOT_RUN_FULL_CLEANUP,UNDO_EXACT_MATCH,UI_JSON_RECORDED,,,,_codex_outputs/effect_full_audit_phase4_20260716/state/PL_N_PR_008_A01,low,"Some route/op evidence exists, but this static pass does not prove end-to-end reachability."
PL!N-PR-010#A01,PL!N-PR-010,エマ・ヴェルデ,手札をすべて公開する：自分のステージにほかのメンバーがおり、かつこれにより公開した手札の中にライブカードがない場合、自分のデッキの上からカードを5枚見る。その中からライブカードを1枚公開して手札に加えてもよい。残りを控え室に置く。,BODY,手札を捨てる;控え室から回収;デッキ上を見る;常時効果,IMPLEMENTED_ROUTE_UNVERIFIED,STATIC_FALSE_POSITIVE,YES,NO,NO,NO,STATE_RECORDED,NOT_RUN_FULL_CLEANUP,UNDO_EXACT_MATCH,UI_JSON_RECORDED,,,,_codex_outputs/effect_full_audit_phase4_20260716/state/PL_N_PR_010_A01,low,"Some route/op evidence exists, but this static pass does not prove end-to-end reachability."
PL!N-PR-024#A01,PL!N-PR-024,桜坂しずく,自分と相手の成功ライブカード置き場にカードが合計4枚以上あるかぎり、<(ブレード)><(ブレード)>を得る。,BODY,ブレード付与;成功置き場参照;相手成功置き場参照;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_N-PR-024_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!N-PR-025#A01,PL!N-PR-025,優木せつ菜,自分のステージに、このメンバーか、ほかのメンバーがバトンタッチして登場したとき、カードを1枚引く。,BODY,ドロー;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_N-PR-025_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!N-PR-026#A02,PL!N-PR-026,天王寺璃奈,このメンバーは、このメンバーの下に置かれているコスト9以下の『虹ヶ咲』のメンバーカードが持つ<ライブ成功時>能力をすべて得る。,BODY,名前・グループ・ユニット条件;常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_N-PR-026_A02.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!N-PR-026#A03,PL!N-PR-026,天王寺璃奈,自分の控え室からコスト9以下の『虹ヶ咲』のメンバーカード1枚をこのメンバーの下に置く。,登場,名前・グループ・ユニット条件;登場時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,STATIC_ANALYSIS_INCONCLUSIVE,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,llocg_ui/engine.py,green_member_cost_le_group_to_under_self;green_member_cost_le_group_to_under_self,,static_evidence/PL_N-PR-026_A03.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!N-PR-027#A01,PL!N-PR-027,朝香果林,自分と相手のステージにメンバーが合計6人いるかぎり、<赤><青>を得る。,BODY,常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_N-PR-027_A01.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!N-bp1-002#A02,PL!N-bp1-002,中須かすみ,"<(E)><(E)>, 手札を1枚控え室に置く：このカードを控え室からステージに登場させる。この能力は、このカードが控え室にある場合のみ起動できる。",BODY,手札を捨てる;常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_N-bp1-002_A02.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!N-bp1-008#A01,PL!N-bp1-008,エマ・ヴェルデ,手札のメンバーカードを1枚控え室に置く：自分の控え室から、これにより控え室に置いたメンバーカードより、コストの低いメンバーカードを1枚手札に加える。,BODY,手札を捨てる;控え室から回収;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_N-bp1-008_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!N-bp3-003#A02,PL!N-bp3-003,桜坂しずく,自分の控え室にあるコスト4以下の『虹ヶ咲』のメンバーカードを1枚選ぶ。そのカードの<登場>能力1つを使用する。 / （<登場>能力がコストを持つ場合、支払って発動する。）,登場,名前・グループ・ユニット条件;登場時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,STATIC_ANALYSIS_INCONCLUSIVE,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,llocg_ui/engine.py,green_member_cost_le_group_use_enter_ability;green_member_cost_le_group_use_enter_ability,,static_evidence/PL_N-bp3-003_A02.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!N-bp3-003#A03,PL!N-bp3-003,桜坂しずく,自分の控え室にあるコスト4以下の『虹ヶ咲』のメンバーカードを1枚選ぶ。そのカードの<登場>能力1つを使用する。 / （<登場>能力がコストを持つ場合、支払って発動する。）,登場,名前・グループ・ユニット条件;登場時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,STATIC_ANALYSIS_INCONCLUSIVE,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,llocg_ui/engine.py,green_member_cost_le_group_use_enter_ability;green_member_cost_le_group_use_enter_ability,,static_evidence/PL_N-bp3-003_A03.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!N-bp3-005#A03,PL!N-bp3-005,宮下愛,このターン、自分のステージにメンバーが3回登場したとき、手札が5枚になるまでカードを引く。,BODY,ドロー;常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,STATIC_ANALYSIS_INCONCLUSIVE,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,llocg_ui/engine.py,stage_enter_count_exact_event_wrapper;stage_enter_count_exact_event_wrapper,,static_evidence/PL_N-bp3-005_A03.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!N-bp4-007#A02,PL!N-bp4-007,優木せつ菜,自分と相手のエネルギーの合計が15枚以上あるかぎり、<赤><赤>を得る。,BODY,エネルギー;常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_N-bp4-007_A02.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!N-bp4-008#A01,PL!N-bp4-008,エマ・ヴェルデ,手札を1枚控え室に置く：エネルギー1枚か『虹ヶ咲』のメンバー1人をアクティブにする。,BODY,手札を捨てる;エネルギー;メンバーをアクティブ;名前・グループ・ユニット条件;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_N-bp4-008_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!N-bp4-012#A01,PL!N-bp4-012,鐘嵐珠,相手の成功ライブカード置き場にあるカードのスコアの合計が6以上であるかぎり、ライブの合計スコアを+1する。,BODY,スコア加算;成功置き場参照;相手成功置き場参照;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_N-bp4-012_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!N-bp4-018#A01,PL!N-bp4-018,近江彼方,自分のメインフェイズの間、このメンバーがアクティブ状態からウェイト状態になった時、カードを1枚引き、手札からカードを1枚控え室に置く。,BODY,ドロー;手札を捨てる;メンバーをアクティブ;メンバーをウェイト;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_N-bp4-018_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!N-bp4-026#A01,PL!N-bp4-026,DIVE!,自分のメインフェイズにこのカードが控え室から手札に加えられたとき、自分の手札からカード名が「DIVE！」のカード1枚を表向きでライブカード置き場に置いてもよい。そうした場合、次のライブカードセットフェイズで自分のライブカード置き場におけるカードの枚数の条件が1枚減る。,BODY,手札を捨てる;控え室から回収;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_N-bp4-026_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!N-bp4-026#A02,PL!N-bp4-026,DIVE!,このカードが表向きでライブカード置き場に置かれたとき、ライブ終了時まで、自分のステージにいる『虹ヶ咲』のメンバー1人は、<(ブレード)><(ブレード)>を得る。,BODY,ブレード付与;名前・グループ・ユニット条件;ライブ終了時cleanup;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_N-bp4-026_A02.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!N-bp5-001#A02,PL!N-bp5-001,上原歩夢,自分がエールしたとき、エールにより公開された自分のカードが持つブレードハートの中に<桃>、<赤>、<黄>、<緑>、<青>、<紫>、<ALL>のうち、3種類以上ある場合、ライブ終了時まで、<桃>を得る。6種類以上ある場合、さらにライブ終了時まで、『<常時>ライブの合計スコアを+1する。』を得る。,BODY,ハート付与;ブレード付与;スコア加算;エール公開内容参照;名前・グループ・ユニット条件;ライブ終了時cleanup;常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_N-bp5-001_A02.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!N-bp5-002#A01,PL!N-bp5-002,中須かすみ,自分と相手のステージの中で、このメンバーがほかのすべてのメンバーより多くのハートを持つかぎり、ライブの合計スコアを+1する。,BODY,スコア加算;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_N-bp5-002_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!N-bp5-003#A01,PL!N-bp5-003,桜坂しずく,手札を1枚控え室に置く：自分の控え室にあるライブカードを1枚選び、そのカードのスコアに等しい数の<(E)>を支払ってもよい。そうした場合、そのライブカードを手札に加える。,BODY,手札を捨てる;控え室から回収;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_N-bp5-003_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!N-bp5-030#A01,PL!N-bp5-030,繚乱！ビクトリーロード,自分のステージにいるメンバーの<ライブ開始時>能力が解決するたび、そのメンバーが<ALL>を持たない場合、ライブ終了時まで、そのメンバーは<ALL>を得る。,BODY,ライブ終了時cleanup;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,YES,NO,NO,NO,STATE_RECORDED,NOT_RUN_FULL_CLEANUP,UNDO_EXACT_MATCH,UI_JSON_RECORDED,,,,_codex_outputs/effect_full_audit_phase4_20260716/state/PL_N_bp5_030_A01,low,Search evidence is insufficient to confirm either implementation or absence.
PL!N-bp5-030#A03,PL!N-bp5-030,繚乱！ビクトリーロード,自分のステージにいるメンバーの<ライブ開始時>能力が解決するたび、そのメンバーが<ALL>を持たない場合、ライブ終了時まで、そのメンバーは<ALL>を得る。,BODY,ライブ終了時cleanup;常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_N-bp5-030_A03.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!N-bp5-030#A04,PL!N-bp5-030,繚乱！ビクトリーロード,自分のステージにいるメンバーの<ライブ開始時>能力が解決するたび、そのメンバーが<ALL>を持たない場合、ライブ終了時まで、そのメンバーは<ALL>を得る。,BODY,ライブ終了時cleanup;常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_N-bp5-030_A04.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!N-bp7-004#A01,PL!N-bp7-004,朝香果林,エネルギー置き場にあるエネルギー1枚をこのメンバーの下に置く：相手のステージにいる、元々持つ<(ブレード)>の数がこのメンバーの下にあるエネルギーカードの枚数に1を足した数以下のメンバー1人をウェイトにする。,BODY,エネルギー;メンバーをウェイト;相手人数入力;ブレード付与;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_N-bp7-004_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!N-pb1-002#A02,PL!N-pb1-002,中須かすみ,このメンバーの下にエネルギーカードが2枚以上置かれているかぎり、ライブの合計スコアを+1する。,BODY,エネルギー;スコア加算;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_N-pb1-002_A02.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!N-pb1-003#A01,PL!N-pb1-003,桜坂しずく,<(E)><(E)>このカードを手札から控え室に置く：カードを1枚引き、ライブ終了時まで、自分のステージにいる『虹ヶ咲』のメンバー1人は<(ブレード)>を得る。この能力は、このカードが手札にある場合のみ起動できる。,BODY,ドロー;手札を捨てる;ブレード付与;名前・グループ・ユニット条件;ライブ終了時cleanup;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_N-pb1-003_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!N-pb1-004#A01,PL!N-pb1-004,朝香果林,このターンにこのメンバーが移動していない限り、<(ブレード)><(ブレード)>を得る。,BODY,ブレード付与;常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_N-pb1-004_A01.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!N-pb1-005#A01,PL!N-pb1-005,宮下愛,自分のステージにコスト10のメンバーが登場したとき、カードを1枚引く。,BODY,ドロー;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_N-pb1-005_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!N-pb1-007#A01,PL!N-pb1-007,優木せつ菜,自分のライブ中のカードの必要ハートの中に<桃>、<赤>、<黄>、<緑>、<青>、<紫>がそれぞれ1以上含まれるかぎり、<ALL>を得る。,BODY,ハート付与;常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_N-pb1-007_A01.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!N-pb1-012#A01,PL!N-pb1-012,鐘嵐珠,自分のステージにこのメンバー以外のコスト11のメンバーが登場した時、自分のエネルギーデッキから、エネルギーカードを1枚ウェイト状態で置く。,BODY,エネルギー;メンバーをウェイト;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_N-pb1-012_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!S-PR-029#A01,PL!S-PR-029,渡辺曜,自分か相手のステージにコスト13以上のメンバーがいる場合、<(ブレード)><(ブレード)>を得る。,BODY,ブレード付与;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_S-PR-029_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!S-PR-030#A01,PL!S-PR-030,津島善子,自分か相手のステージにコスト13以上のメンバーがいる場合、<(ブレード)><(ブレード)>を得る。,BODY,ブレード付与;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_S-PR-030_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!S-PR-031#A01,PL!S-PR-031,国木田花丸,自分か相手のステージにコスト13以上のメンバーがいる場合、<(ブレード)><(ブレード)>を得る。,BODY,ブレード付与;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_S-PR-031_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!S-PR-039#A01,PL!S-PR-039,渡辺曜,自分と相手の成功ライブカード置き場にカードが合計4枚以上あるかぎり、<(ブレード)><(ブレード)>を得る。,BODY,ブレード付与;成功置き場参照;相手成功置き場参照;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_S-PR-039_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!S-PR-042#A01,PL!S-PR-042,小原鞠莉,自分と相手のステージにメンバーが合計6人いるかぎり、<赤><緑>を得る。,BODY,常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_S-PR-042_A01.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!S-bp2-001#A01,PL!S-bp2-001,高海千歌,自分の成功ライブカード置き場のカードが0枚で、かつ相手の成功ライブカード置き場にカードが1枚以上ある場合、<(ブレード)><(ブレード)><(ブレード)>を得る。,BODY,ブレード付与;成功置き場参照;相手成功置き場参照;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_S-bp2-001_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!S-bp2-024#A01,PL!S-bp2-024,君のこころは輝いてるかい？,このカードは成功ライブカード置き場に置くことができない。,BODY,成功置き場参照;常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_S-bp2-024_A01.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!S-bp3-001#A01,PL!S-bp3-001,高海千歌,メンバー1人をウェイトにする：ライブ終了時まで、これによってウェイト状態になったメンバーは、「<常時>ライブの合計スコアを+1する。」を得る。 / (この能力はセンターエリアに登場している場合のみ起動できる。),BODY,メンバーをウェイト;スコア加算;ライブ終了時cleanup;常時効果,PARTIAL_BRANCH_MISSING,PARTIAL_CONFIRMED,YES,NO,NO,NO,STATE_RECORDED,NOT_RUN_FULL_CLEANUP,UNDO_EXACT_MATCH,UI_JSON_RECORDED,llocg_ui/engine.py,parenthetical_note_noop;body_always_noop,,_codex_outputs/effect_full_audit_phase4_20260716/state/PL_S_bp3_001_A01,medium,Phase2 mapped only a partial route; v2 requires branch-level runtime proof before implementation is confirmed.
PL!S-bp3-006#A01,PL!S-bp3-006,津島善子,このメンバーをウェイトにし、手札を1枚控え室に置く：このメンバー以外の『Aqours』のメンバー1人を自分のステージから控え室に置く。そうした場合、自分の控え室から、そのメンバーのコストに2を足した数に等しいコストの『Aqours』のメンバーカードを1枚、そのメンバーがいたエリアに登場させる。,BODY,手札を捨てる;メンバーをウェイト;名前・グループ・ユニット条件;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_S-bp3-006_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!S-bp3-016#A01,PL!S-bp3-016,国木田花丸,自分の成功ライブカード置き場にあるカード1枚につき、ステージにいるこのメンバーのコストを+1する。,BODY,成功置き場参照;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_S-bp3-016_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!S-bp5-001#A02,PL!S-bp5-001,高海千歌,能力を持たないメンバーを自分の手札から登場させるためのコストは1減る。,BODY,常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_S-bp5-001_A02.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!S-bp5-008#A01,PL!S-bp5-008,小原鞠莉,相手の余剰ハートが2つ以上あるかぎり、自分のライブの合計スコアを+1する。,BODY,スコア加算;余剰ハート参照;常時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,NOT_IMPLEMENTED_CONFIRMED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_S-bp5-008_A01.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
PL!S-bp6-002#A01,PL!S-bp6-002,桜内梨子,『Aqours』のライブカードが自分のライブカード置き場から控え室に置かれたとき、そのライブカードをデッキの一番上か一番下に置いてもよい。,BODY,デッキ上へ戻す;デッキ下へ置く;名前・グループ・ユニット条件;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,YES,NO,NO,NO,STATE_RECORDED,NOT_RUN_FULL_CLEANUP,UNDO_EXACT_MATCH,UI_JSON_RECORDED,,,,_codex_outputs/effect_full_audit_phase4_20260716/state/PL_S_bp6_002_A01,low,Search evidence is insufficient to confirm either implementation or absence.
PL!S-bp6-003#A01,PL!S-bp6-003,松浦果南,"<(E)><(E)>,手札を1枚控え室に置く：このメンバー以外の『Aqours』のメンバー1人を自分のステージから控え室に置いてもよい。そうした場合、自分の控え室から、そのメンバーのコストに2を足した数に等しいコストの『Aqours』のメンバーカードを1枚、そのメンバーがいたエリアに登場させる。",BODY,手札を捨てる;名前・グループ・ユニット条件;常時効果,STATIC_ANALYSIS_INCONCLUSIVE,GENERIC_ROUTE_TEXT_NOT_MATCHED,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,,static_evidence/PL_S-bp6-003_A01.md,low,Search evidence is insufficient to confirm either implementation or absence.
PL!S-bp6-004#A02,PL!S-bp6-004,黒澤ダイヤ,自分のライブカード置き場にカードが2枚以上ある場合、その中から<ライブ開始時>能力を持たない『Aqours』のライブカードを1枚選び、デッキの一番上に置いてもよい。そうした場合、ライブ終了時まで、<赤>と<緑>を得る。,ライブ開始時,デッキ上へ戻す;名前・グループ・ユニット条件;ライブ終了時cleanup;ライブ開始時効果,NOT_IMPLEMENTED_WITH_EVIDENCE,STATIC_ANALYSIS_INCONCLUSIVE,NO,NO,NO,NO,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,llocg_ui/engine.py,live_storage_count_choose_group_live_no_live_start_topdeck_gain_icons;live_storage_count_choose_group_live_no_live_start_topdeck_gain_icons,,static_evidence/PL_S-bp6-004_A02.md,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files."
