audit_id,cardnumber,cardname,trigger,previous_status,phase2_status,matcher_parser,trigger_queue_path,pending_kind,resolve_dispatch,state_helper,ui_renderer,cleanup_path,reachability_evidence,code_evidence
PL!SP-bp1-003#A01,PL!SP-bp1-003,嵐千砂都,起動,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-bp1-004#A01,PL!SP-bp1-004,平安名すみれ,常時,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-bp2-001#A02,PL!SP-bp2-001,澁谷かのん,ライブ開始時,UNREACHABLE,UNREACHABLE_TRIGGER_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,"Route candidate exists or text matched, but previous reachable flag is not YES; trigger collection path is not proven",
PL!SP-bp2-004#A01,PL!SP-bp2-004,平安名すみれ,常時,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-bp2-006#A03,PL!SP-bp2-006,桜小路きな子,登場,UNREACHABLE,UNREACHABLE_TRIGGER_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,"Route candidate exists or text matched, but previous reachable flag is not YES; trigger collection path is not proven",
PL!SP-bp2-006#A04,PL!SP-bp2-006,桜小路きな子,登場,UNREACHABLE,UNREACHABLE_TRIGGER_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,"Route candidate exists or text matched, but previous reachable flag is not YES; trigger collection path is not proven",
PL!SP-bp2-008#A01,PL!SP-bp2-008,若菜四季,起動,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-bp2-010#A01,PL!SP-bp2-010,ウィーン・マルガレーテ,常時,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-bp4-003#A02,PL!SP-bp4-003,嵐千砂都,常時,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-bp4-004#A01,PL!SP-bp4-004,平安名すみれ,常時,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-bp4-009#A01,PL!SP-bp4-009,鬼塚夏美,常時,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-bp4-016#A01,PL!SP-bp4-016,葉月恋,自動,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-bp4-021#A01,PL!SP-bp4-021,ウィーン・マルガレーテ,常時,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-bp5-003#A01,PL!SP-bp5-003,嵐千砂都,常時,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-bp5-005#A01,PL!SP-bp5-005,葉月恋,起動,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-bp5-005#A02,PL!SP-bp5-005,葉月恋,自動,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-bp5-011#A01,PL!SP-bp5-011,鬼塚冬毬,常時,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-bp5-011#A02,PL!SP-bp5-011,鬼塚冬毬,常時,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-bp5-011#A03,PL!SP-bp5-011,鬼塚冬毬,常時,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-bp5-012#A01,PL!SP-bp5-012,澁谷かのん,常時,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-bp7-005#A01,PL!SP-bp7-005,葉月恋,自動,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-bp7-005#A02,PL!SP-bp7-005,葉月恋,自動,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-bp7-025#A01,PL!SP-bp7-025,Memories,ライブ開始時,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-pb2-000#A01,PL!SP-pb2-000,嵐千砂都＆鬼塚夏美,常時,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-pb2-005#A02,PL!SP-pb2-005,葉月恋,常時,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-pb2-005#A03,PL!SP-pb2-005,葉月恋,起動,UNREACHABLE,UNREACHABLE_TRIGGER_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,"Route candidate exists or text matched, but previous reachable flag is not YES; trigger collection path is not proven",
PL!SP-pb2-006#A01,PL!SP-pb2-006,桜小路きな子,常時,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-pb2-006#A02,PL!SP-pb2-006,桜小路きな子,自動,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-pb2-022#A01,PL!SP-pb2-022,鬼塚冬毬,自動,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-pb2-035#A01,PL!SP-pb2-035,唐可可,常時,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-pb2-041#A01,PL!SP-pb2-041,若菜四季,常時,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-pb2-046#A01,PL!SP-pb2-046,Butterfly Wing,常時,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
PL!SP-pb2-046#A03,PL!SP-pb2-046,Butterfly Wing,ライブ成功時,UNREACHABLE,UNREACHABLE_TRIGGER_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,"Route candidate exists or text matched, but previous reachable flag is not YES; trigger collection path is not proven",
PL!SP-pb2-046#A04,PL!SP-pb2-046,Butterfly Wing,ライブ開始時,UNREACHABLE,UNREACHABLE_TRIGGER_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,"Route candidate exists or text matched, but previous reachable flag is not YES; trigger collection path is not proven",
PL!SP-sd2-004#A01,PL!SP-sd2-004,平安名すみれ,常時,NOT_IMPLEMENTED,NOT_IMPLEMENTED_CONFIRMED,,,,,,,not proven in static mapping; requires runtime/state probe for temporary effects,No previous static matcher/resolve route; no pending/dispatch evidence in mapping,
