audit_id,cardnumber,cardname,previous_classification,final_classification,confidence,reason,evidence_file
PL!SP-bp1-004#A01,PL!SP-bp1-004,平安名すみれ,NOT_IMPLEMENTED_CONFIRMED,NOT_IMPLEMENTED_WITH_EVIDENCE,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files.",static_evidence/PL_SP-bp1-004_A01.md
PL!SP-bp2-001#A02,PL!SP-bp2-001,澁谷かのん,UNREACHABLE_TRIGGER_CONFIRMED,NOT_IMPLEMENTED_WITH_EVIDENCE,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files.",static_evidence/PL_SP-bp2-001_A02.md
PL!SP-bp2-004#A01,PL!SP-bp2-004,平安名すみれ,NOT_IMPLEMENTED_CONFIRMED,NOT_IMPLEMENTED_WITH_EVIDENCE,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files.",static_evidence/PL_SP-bp2-004_A01.md
PL!SP-bp2-006#A03,PL!SP-bp2-006,桜小路きな子,UNREACHABLE_TRIGGER_CONFIRMED,NOT_IMPLEMENTED_WITH_EVIDENCE,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files.",static_evidence/PL_SP-bp2-006_A03.md
PL!SP-bp2-006#A04,PL!SP-bp2-006,桜小路きな子,UNREACHABLE_TRIGGER_CONFIRMED,NOT_IMPLEMENTED_WITH_EVIDENCE,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files.",static_evidence/PL_SP-bp2-006_A04.md
PL!SP-bp2-008#A01,PL!SP-bp2-008,若菜四季,NOT_IMPLEMENTED_CONFIRMED,STATIC_ANALYSIS_INCONCLUSIVE,low,Search evidence is insufficient to confirm either implementation or absence.,static_evidence/PL_SP-bp2-008_A01.md
PL!SP-bp2-010#A01,PL!SP-bp2-010,ウィーン・マルガレーテ,NOT_IMPLEMENTED_CONFIRMED,STATIC_ANALYSIS_INCONCLUSIVE,low,Search evidence is insufficient to confirm either implementation or absence.,static_evidence/PL_SP-bp2-010_A01.md
PL!SP-bp4-003#A02,PL!SP-bp4-003,嵐千砂都,NOT_IMPLEMENTED_CONFIRMED,STATIC_ANALYSIS_INCONCLUSIVE,low,Search evidence is insufficient to confirm either implementation or absence.,static_evidence/PL_SP-bp4-003_A02.md
PL!SP-bp4-004#A01,PL!SP-bp4-004,平安名すみれ,NOT_IMPLEMENTED_CONFIRMED,NOT_IMPLEMENTED_WITH_EVIDENCE,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files.",static_evidence/PL_SP-bp4-004_A01.md
PL!SP-bp4-009#A01,PL!SP-bp4-009,鬼塚夏美,NOT_IMPLEMENTED_CONFIRMED,STATIC_ANALYSIS_INCONCLUSIVE,low,Search evidence is insufficient to confirm either implementation or absence.,static_evidence/PL_SP-bp4-009_A01.md
PL!SP-bp4-016#A01,PL!SP-bp4-016,葉月恋,NOT_IMPLEMENTED_CONFIRMED,STATIC_ANALYSIS_INCONCLUSIVE,low,Search evidence is insufficient to confirm either implementation or absence.,static_evidence/PL_SP-bp4-016_A01.md
PL!SP-bp4-021#A01,PL!SP-bp4-021,ウィーン・マルガレーテ,NOT_IMPLEMENTED_CONFIRMED,NOT_IMPLEMENTED_WITH_EVIDENCE,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files.",static_evidence/PL_SP-bp4-021_A01.md
PL!SP-bp5-003#A01,PL!SP-bp5-003,嵐千砂都,NOT_IMPLEMENTED_CONFIRMED,NOT_IMPLEMENTED_WITH_EVIDENCE,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files.",static_evidence/PL_SP-bp5-003_A01.md
PL!SP-bp5-005#A01,PL!SP-bp5-005,葉月恋,NOT_IMPLEMENTED_CONFIRMED,NOT_IMPLEMENTED_WITH_EVIDENCE,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files.",static_evidence/PL_SP-bp5-005_A01.md
PL!SP-bp5-005#A02,PL!SP-bp5-005,葉月恋,NOT_IMPLEMENTED_CONFIRMED,NOT_IMPLEMENTED_WITH_EVIDENCE,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files.",static_evidence/PL_SP-bp5-005_A02.md
PL!SP-bp5-011#A01,PL!SP-bp5-011,鬼塚冬毬,NOT_IMPLEMENTED_CONFIRMED,IMPLEMENTED_ROUTE_UNVERIFIED,low,"Some route/op evidence exists, but this static pass does not prove end-to-end reachability.",static_evidence/PL_SP-bp5-011_A01.md
PL!SP-bp5-011#A02,PL!SP-bp5-011,鬼塚冬毬,NOT_IMPLEMENTED_CONFIRMED,IMPLEMENTED_ROUTE_UNVERIFIED,low,"Some route/op evidence exists, but this static pass does not prove end-to-end reachability.",static_evidence/PL_SP-bp5-011_A02.md
PL!SP-bp5-011#A03,PL!SP-bp5-011,鬼塚冬毬,NOT_IMPLEMENTED_CONFIRMED,IMPLEMENTED_ROUTE_UNVERIFIED,low,"Some route/op evidence exists, but this static pass does not prove end-to-end reachability.",static_evidence/PL_SP-bp5-011_A03.md
PL!SP-bp5-012#A01,PL!SP-bp5-012,澁谷かのん,NOT_IMPLEMENTED_CONFIRMED,NOT_IMPLEMENTED_WITH_EVIDENCE,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files.",static_evidence/PL_SP-bp5-012_A01.md
PL!SP-bp7-005#A01,PL!SP-bp7-005,葉月恋,NOT_IMPLEMENTED_CONFIRMED,STATIC_ANALYSIS_INCONCLUSIVE,low,Search evidence is insufficient to confirm either implementation or absence.,static_evidence/PL_SP-bp7-005_A01.md
PL!SP-bp7-005#A02,PL!SP-bp7-005,葉月恋,NOT_IMPLEMENTED_CONFIRMED,STATIC_ANALYSIS_INCONCLUSIVE,low,Search evidence is insufficient to confirm either implementation or absence.,static_evidence/PL_SP-bp7-005_A02.md
PL!SP-bp7-025#A01,PL!SP-bp7-025,Memories,NOT_IMPLEMENTED_CONFIRMED,STATIC_ANALYSIS_INCONCLUSIVE,low,Search evidence is insufficient to confirm either implementation or absence.,static_evidence/PL_SP-bp7-025_A01.md
PL!SP-pb2-000#A01,PL!SP-pb2-000,嵐千砂都＆鬼塚夏美,NOT_IMPLEMENTED_CONFIRMED,NOT_IMPLEMENTED_WITH_EVIDENCE,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files.",static_evidence/PL_SP-pb2-000_A01.md
PL!SP-pb2-005#A02,PL!SP-pb2-005,葉月恋,NOT_IMPLEMENTED_CONFIRMED,NOT_IMPLEMENTED_WITH_EVIDENCE,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files.",static_evidence/PL_SP-pb2-005_A02.md
PL!SP-pb2-005#A03,PL!SP-pb2-005,葉月恋,UNREACHABLE_TRIGGER_CONFIRMED,NOT_IMPLEMENTED_WITH_EVIDENCE,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files.",static_evidence/PL_SP-pb2-005_A03.md
PL!SP-pb2-006#A01,PL!SP-pb2-006,桜小路きな子,NOT_IMPLEMENTED_CONFIRMED,NOT_IMPLEMENTED_WITH_EVIDENCE,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files.",static_evidence/PL_SP-pb2-006_A01.md
PL!SP-pb2-006#A02,PL!SP-pb2-006,桜小路きな子,NOT_IMPLEMENTED_CONFIRMED,STATIC_ANALYSIS_INCONCLUSIVE,low,Search evidence is insufficient to confirm either implementation or absence.,static_evidence/PL_SP-pb2-006_A02.md
PL!SP-pb2-022#A01,PL!SP-pb2-022,鬼塚冬毬,NOT_IMPLEMENTED_CONFIRMED,STATIC_ANALYSIS_INCONCLUSIVE,low,Search evidence is insufficient to confirm either implementation or absence.,static_evidence/PL_SP-pb2-022_A01.md
PL!SP-pb2-035#A01,PL!SP-pb2-035,唐可可,NOT_IMPLEMENTED_CONFIRMED,STATIC_ANALYSIS_INCONCLUSIVE,low,Search evidence is insufficient to confirm either implementation or absence.,static_evidence/PL_SP-pb2-035_A01.md
PL!SP-pb2-041#A01,PL!SP-pb2-041,若菜四季,NOT_IMPLEMENTED_CONFIRMED,STATIC_ANALYSIS_INCONCLUSIVE,low,Search evidence is insufficient to confirm either implementation or absence.,static_evidence/PL_SP-pb2-041_A01.md
PL!SP-pb2-046#A01,PL!SP-pb2-046,Butterfly Wing,NOT_IMPLEMENTED_CONFIRMED,STATIC_ANALYSIS_INCONCLUSIVE,low,Search evidence is insufficient to confirm either implementation or absence.,static_evidence/PL_SP-pb2-046_A01.md
PL!SP-pb2-046#A03,PL!SP-pb2-046,Butterfly Wing,UNREACHABLE_TRIGGER_CONFIRMED,NOT_IMPLEMENTED_WITH_EVIDENCE,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files.",static_evidence/PL_SP-pb2-046_A03.md
PL!SP-pb2-046#A04,PL!SP-pb2-046,Butterfly Wing,UNREACHABLE_TRIGGER_CONFIRMED,NOT_IMPLEMENTED_WITH_EVIDENCE,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files.",static_evidence/PL_SP-pb2-046_A04.md
PL!SP-sd2-004#A01,PL!SP-sd2-004,平安名すみれ,NOT_IMPLEMENTED_CONFIRMED,NOT_IMPLEMENTED_WITH_EVIDENCE,medium,"No card-specific route, no compiled op, and feature-term searches found no matching generic route in inspected runtime files.",static_evidence/PL_SP-sd2-004_A01.md
