audit_id,cardnumber,cardname,trigger,implementation_status,implementation_files,implementation_symbols,matcher_or_rule,pending_kind,resolve_path,ui_render_path,implementation_style,reachable,duplicate_route_suspected,dead_route_suspected,notes
PL!HS-bp2-004#A01,PL!HS-bp2-004,夕霧綴理,起動,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_green_kind_one,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-005#A01,PL!HS-bp2-005,大沢瑠璃乃,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,enter_discard1_other_member_exists_pick_mirakupark_from_green,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-005#A02,PL!HS-bp2-005,大沢瑠璃乃,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,__ext__,live_start_all_stage_filled_x2_blade,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-006#A01,PL!HS-bp2-006,藤島慈,登場,IMPLEMENTED,llocg_ui/engine.py,stage_members_free_move_notice,stage_members_free_move_notice,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-006#A02,PL!HS-bp2-006,藤島慈,常時,IMPLEMENTED,llocg_ui/engine.py,__ext__,body_tsukasa_mirakupark_count_blade,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-007#A01,PL!HS-bp2-007,百生吟子,登場,IMPLEMENTED,llocg_ui/engine.py,enter_baton_from_lower_cost_group_member_wrapper,enter_baton_from_lower_cost_group_member_wrapper,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-007#A02,PL!HS-bp2-007,百生吟子,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,__ext__,live_start_discard_member_same_name_green1_blade1,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-008#A01,PL!HS-bp2-008,徒町小鈴,登場,IMPLEMENTED,llocg_ui/engine.py,enter_baton_from_lower_cost_group_member_wrapper,enter_baton_from_lower_cost_group_member_wrapper,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-009#A01,PL!HS-bp2-009,安養寺姫芽,登場,IMPLEMENTED,llocg_ui/engine.py,enter_baton_from_lower_cost_group_member_wrapper,enter_baton_from_lower_cost_group_member_wrapper,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-010#A01,PL!HS-bp2-010,日野下花帆,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,enter_kaho_bp2010_top5_member_optional,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-011#A01,PL!HS-bp2-011,村野さやか,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,enter_sayaka_bp2011_mill5,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-012#A01,PL!HS-bp2-012,乙宗梢,自動,IMPLEMENTED,llocg_ui/engine.py,__ext__,body_kozue_bp2012_stage_to_green_top5_member_optional,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-013#A01,PL!HS-bp2-013,夕霧綴理,自動,IMPLEMENTED,llocg_ui/engine.py,__ext__,body_tsuzuri_bp2013_stage_to_green_top5_live_optional,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-014#A01,PL!HS-bp2-014,大沢瑠璃乃,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,enter_rurino_bp2014_draw1_cannot_live_until_end_of_live,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-015#A01,PL!HS-bp2-015,藤島慈,自動,IMPLEMENTED,llocg_ui/engine.py,__ext__,body_megumi_bp2015_leave_stage_draw2_discard1,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-016#A01,PL!HS-bp2-016,百生吟子,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,enter_ginko_bp2016_reorder_top2,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-017#A01,PL!HS-bp2-017,徒町小鈴,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,enter_kosuzu_bp2017_green_ge10_draw1,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-018#A01,PL!HS-bp2-018,安養寺姫芽,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,enter_main_pay2_faceup_live_to_set_reduce_next_live_set,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-019#A01,PL!HS-bp2-019,"Bloom the smile, Bloom the dream!",ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,stage_group_exists_choose_required_override,stage_group_exists_choose_required_override,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-020#A01,PL!HS-bp2-020,Link to the FUTURE,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!HS-bp2-020#A02,PL!HS-bp2-020,Link to the FUTURE,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,stage_group_distinct_name_score_per,stage_group_distinct_name_score_per,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-021#A01,PL!HS-bp2-021,眩耀夜行,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,baton_entered_group_count_reduce_required_color,baton_entered_group_count_reduce_required_color,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-022#A01,PL!HS-bp2-022,アオクハルカ,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,green_group_live_count_this_card_score,green_group_live_count_this_card_score,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-023#A01,PL!HS-bp2-023,Mirage Voyage,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,baton_entered_group_count_reduce_required_color,baton_entered_group_count_reduce_required_color,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-024#A01,PL!HS-bp2-024,レディバグ,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,named_cost_greater_reduce_required_any,named_cost_greater_reduce_required_any,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-025#A01,PL!HS-bp2-025,ココン東西,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,baton_entered_group_count_reduce_required_color,baton_entered_group_count_reduce_required_color,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp2-026#A01,PL!HS-bp2-026,みらくりえーしょん,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,named_positions_score,named_positions_score,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp5-001#A01,PL!HS-bp5-001,日野下花帆,登場,IMPLEMENTED,llocg_ui/engine.py,mill_top_conditional_followup,mill_top_k_gain_icons_if_contains_live,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp5-001#A02,PL!HS-bp5-001,日野下花帆,起動,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!HS-bp5-002#A01,PL!HS-bp5-002,村野さやか,常時,IMPLEMENTED,llocg_ui/engine.py,body_always_noop,body_always_stage_distinct_costs_icons,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp5-002#A02,PL!HS-bp5-002,村野さやか,起動,IMPLEMENTED,llocg_ui/engine.py,green_member_cost_le_to_empty_area,green_member_cost_le_any_to_empty_area,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp5-003#A01,PL!HS-bp5-003,大沢瑠璃乃,自動,IMPLEMENTED,llocg_ui/engine.py,stage_to_green_effect_wrapper,stage_to_green_effect_wrapper,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp5-003#A02,PL!HS-bp5-003,大沢瑠璃乃,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,discarded_card_group_member_gain_icons,discarded_card_group_member_gain_icons,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp5-004#A01,PL!HS-bp5-004,百生吟子,常時,IMPLEMENTED,llocg_ui/engine.py,body_always_noop,body_always_stage_group_cost_except_blades,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp5-005#A01,PL!HS-bp5-005,徒町小鈴,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,stage_group_member_cost_equal_original_minus_self_gain_icon_if_gte,stage_group_member_cost_equal_original_minus_self_gain_icon_if_gte,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp5-006#A01,PL!HS-bp5-006,安養寺姫芽,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,gain_icons_until_end_live,gain_icons_until_end_live,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp5-007#A01,PL!HS-bp5-007,セラス 柳田 リリエンフェルト,登場,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_green_kind_one,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp5-007#A02,PL!HS-bp5-007,セラス 柳田 リリエンフェルト,常時,IMPLEMENTED,llocg_ui/engine.py,body_always_noop,body_always_stage_other_group_member_blades,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp5-008#A01,PL!HS-bp5-008,桂城泉,登場,IMPLEMENTED,llocg_ui/engine.py,look_top_choose_filtered,look_top_k_optional_cost_ge_group_member,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp5-011#A01,PL!HS-bp5-011,大沢瑠璃乃,登場,IMPLEMENTED,llocg_ui/engine.py,draw,draw_n,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp5-013#A01,PL!HS-bp5-013,徒町小鈴,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,mill_top_conditional_followup,mill_top_k_gain_icons_if_all_members,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp5-014#A01,PL!HS-bp5-014,安養寺姫芽,自動,IMPLEMENTED,llocg_ui/engine.py,stage_movement_self_event_wrapper,stage_movement_self_event_wrapper,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp5-016#A01,PL!HS-bp5-016,桂城泉,登場,IMPLEMENTED,llocg_ui/engine.py,set_opponent_wait;body_always_noop,set_opponent_wait_upto_n_state;parenthetical_note_noop,confirm_effect;effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp5-016#A02,PL!HS-bp5-016,桂城泉,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!HS-bp5-017#A01,PL!HS-bp5-017,Dream Believers（104期Ver.）,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,stage_has_group_and_distinct_units_gte_score,stage_has_group_and_distinct_units_gte_score,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp5-018#A01,PL!HS-bp5-018,AURORA FLOWER,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!HS-bp5-018#A02,PL!HS-bp5-018,AURORA FLOWER,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,stage_distinct_names_and_costs_gte_score,stage_distinct_names_and_costs_gte_score,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp5-019#A01,PL!HS-bp5-019,ハナムスビ,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,body_always_noop,body_always_live_zone_group_other_required_reduce,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp5-020#A01,PL!HS-bp5-020,バアドケージ,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,this_card_score_if_stage_group_cost_count_gte,this_card_score_if_stage_group_cost_count_gte,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp5-021#A01,PL!HS-bp5-021,ジョーショーキリュー,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,stage_group_member_original_hearts_all_color,stage_group_member_original_hearts_all_color,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp5-021#A02,PL!HS-bp5-021,ジョーショーキリュー,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,this_card_score_if_stage_group_count_gte,this_card_score_if_stage_group_count_gte,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp5-022#A01,PL!HS-bp5-022,Retrofuture,ライブ開始時,DB_DATA_MISMATCH,,,,,,,,NO,NO,NO,
PL!HS-bp6-001#A01,PL!HS-bp6-001,日野下花帆,登場,IMPLEMENTED,llocg_ui/engine.py,look_top_stage_member_count_plus_keep_one_top_rest_waiting,look_top_stage_member_count_plus_keep_one_top_rest_waiting,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-001#A02,PL!HS-bp6-001,日野下花帆,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,put_yell_to_deck_top,put_yell_revealed_any_to_deck_top_optional,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-002#A01,PL!HS-bp6-002,村野さやか,常時,IMPLEMENTED,llocg_ui/engine.py,body_always_noop,body_always_stage_other_member_blades,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-003#A01,PL!HS-bp6-003,大沢瑠璃乃,登場,IMPLEMENTED,llocg_ui/engine.py,activate_wait_group_member_then_retrieve_group_live,activate_wait_group_member_then_retrieve_group_live,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-003#A02,PL!HS-bp6-003,大沢瑠璃乃,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_stage_member_temp_bonus,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-004#A01,PL!HS-bp6-004,百生吟子,登場,IMPLEMENTED,llocg_ui/engine.py,set_opponent_wait_exactly1,set_opponent_wait_exactly1,confirm_effect,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-004#A02,PL!HS-bp6-004,百生吟子,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,gain_blade_extra_if_discarded_named_member,gain_blade_extra_if_discarded_named_member,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-005#A01,PL!HS-bp6-005,徒町小鈴,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,self_temp_cost_then_stage_group_cost_sum_gt_opponent_gain_icons,self_temp_cost_then_stage_group_cost_sum_gt_opponent_gain_icons,confirm_effect,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-005#A02,PL!HS-bp6-005,徒町小鈴,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,retrieve_from_yell,retrieve_yell_group_member,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-006#A01,PL!HS-bp6-006,安養寺姫芽,常時,IMPLEMENTED,llocg_ui/engine.py,body_always_noop,body_always_hand_cost_stage_group_per,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-006#A02,PL!HS-bp6-006,安養寺姫芽,常時,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!HS-bp6-006#A03,PL!HS-bp6-006,安養寺姫芽,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,set_self_wait_no_active_next,set_self_wait_no_active_next,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-007#A01,PL!HS-bp6-007,セラス 柳田 リリエンフェルト,自動,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!HS-bp6-008#A01,PL!HS-bp6-008,桂城泉,登場,IMPLEMENTED,llocg_ui/engine.py,self_wait_then_effect_wrapper,self_wait_then_effect_wrapper,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-008#A02,PL!HS-bp6-008,桂城泉,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,activate_self_if_live_in_progress_score_le,activate_self_if_live_in_progress_score_le,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-009#A01,PL!HS-bp6-009,日野下花帆,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,mill_top_conditional_followup,mill_top_k_gain_icons_if_all_group_cards,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-010#A01,PL!HS-bp6-010,村野さやか,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,draw_then_stage_group_member_temp_cost,draw_then_stage_group_member_temp_cost,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-011#A01,PL!HS-bp6-011,大沢瑠璃乃,起動,IMPLEMENTED,llocg_ui/engine.py,draw_then_discard,draw_n_discard_m,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-012#A01,PL!HS-bp6-012,百生吟子,登場,IMPLEMENTED,llocg_ui/engine.py,stage_has_other_group_or_unit_member_wrapper,stage_has_other_group_or_unit_member_wrapper,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-013#A01,PL!HS-bp6-013,徒町小鈴,登場,IMPLEMENTED,llocg_ui/engine.py,set_opponent_wait_original_blade_le_not_group,set_opponent_wait_original_blade_le_not_group,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-014#A01,PL!HS-bp6-014,安養寺姫芽,起動,NOT_IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!HS-bp6-015#A01,PL!HS-bp6-015,セラス 柳田 リリエンフェルト,登場,IMPLEMENTED,llocg_ui/engine.py,draw_discard_if_entry_origin,draw2_discard2_if_entry_not_from_hand,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-016#A01,PL!HS-bp6-016,桂城泉,起動,IMPLEMENTED,llocg_ui/engine.py,green_member_cost_le_to_empty_area,green_member_cost_le_group_to_empty_area,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-017#A01,PL!HS-bp6-017,日野下花帆,自動,IMPLEMENTED,llocg_ui/engine.py,stage_to_green_effect_wrapper,stage_to_green_effect_wrapper,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-018#A01,PL!HS-bp6-018,村野さやか,自動,IMPLEMENTED,llocg_ui/engine.py,stage_to_green_effect_wrapper,stage_to_green_effect_wrapper,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-019#A01,PL!HS-bp6-019,大沢瑠璃乃,自動,IMPLEMENTED,llocg_ui/engine.py,stage_to_green_effect_wrapper,stage_to_green_effect_wrapper,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-020#A01,PL!HS-bp6-020,百生吟子,登場,IMPLEMENTED,llocg_ui/engine.py,draw_then_discard,draw_n_discard_m,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-022#A01,PL!HS-bp6-022,安養寺姫芽,登場,IMPLEMENTED,llocg_ui/engine.py,look_top_choose_filtered,look_top_k_optional_type,selection_pending_or_card_list,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-025#A01,PL!HS-bp6-025,ツバサ・ラ・リベルテ,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,__ext__,generic_stage_member_temp_bonus,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-025#A02,PL!HS-bp6-025,ツバサ・ラ・リベルテ,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,stage_member_count_gte_wrapper,stage_member_count_gte_wrapper,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-027#A01,PL!HS-bp6-027,月夜見海月,自動,IMPLEMENTED,,,,,,,,YES,NO,NO,
PL!HS-bp6-028#A01,PL!HS-bp6-028,ブルウモーメント,ライブ成功時,IMPLEMENTED,llocg_ui/engine.py,excess_heart_count_wrapper,excess_heart_count_wrapper,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-029#A01,PL!HS-bp6-029,Proof,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,stage_group_cost_sum_top_hand_rest_top_reduce,stage_group_cost_sum_top_hand_rest_top_reduce,effect_template_route,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
PL!HS-bp6-030#A01,PL!HS-bp6-030,Very! Very! COCO夏っ,ライブ開始時,IMPLEMENTED,llocg_ui/engine.py,draw_then_discard,draw_n_discard_m,message_ack_or_auto_order,cmd_resolve_pending / _exec_auto_trigger / try_apply_effect_template,llocg_ui/server.py pending modal / state_json,GENERIC,YES,NO,NO,
