audit_id,cardnumber,cardname,primary_family,effect_text,matcher,resolver,runtime_sampled,runtime_checked,trigger_reached,resolver_reached,effect_resolved,pending_kind,evidence,state_result,cleanup_result,undo_result,ui_result,phase4_result,confirmation_basis
PL!SP-bp5-005#A01,PL!SP-bp5-005,葉月恋,ブレード付与,デッキの上からカードを3枚控え室に置く：ライブ終了時まで、これにより控え室に置いた『Liella!』のメンバーカード1枚につき、<(ブレード)>を得る。,,,NO,NO,NO,NO,NO,,static_evidence/PL_SP-bp5-005_A01.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!SP-bp5-005#A02,PL!SP-bp5-005,葉月恋,手札を捨てる,自分のメインフェイズの際、自分のカードが1枚以上いずれかの領域から控え室に置かれるたび、<(E)>支払ってもよい。そうした場合、それらのカードの中から1枚手札に加える。,,,NO,NO,NO,NO,NO,,static_evidence/PL_SP-bp5-005_A02.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!SP-bp5-012#A01,PL!SP-bp5-012,澁谷かのん,名前・グループ・ユニット条件,自分のライブカード置き場に必要ハートの合計が8以上の『Liella!』のライブカードがあるかぎり、<黄>を得る。,,,NO,NO,NO,NO,NO,,static_evidence/PL_SP-bp5-012_A01.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!SP-pb2-000#A01,PL!SP-pb2-000,嵐千砂都＆鬼塚夏美,常時効果,このカードのプレイに際し、2人のメンバーとバトンタッチしてもよい。,,,NO,NO,NO,NO,NO,,static_evidence/PL_SP-pb2-000_A01.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!SP-pb2-005#A02,PL!SP-pb2-005,葉月恋,名前・グループ・ユニット条件,このメンバーは、このメンバーの下に置かれている『Liella!』のメンバーカードが持つ<起動>能力をすべて得る。,,,NO,NO,NO,NO,NO,,static_evidence/PL_SP-pb2-005_A02.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!SP-pb2-005#A03,PL!SP-pb2-005,葉月恋,名前・グループ・ユニット条件,バトンタッチして登場した場合、このバトンタッチで控え室に置かれた『Liella!』のメンバーカードを1枚、このメンバーの下に置く。,put_baton_old_group_member_under_self,put_baton_old_group_member_under_self,NO,NO,NO,NO,NO,,static_evidence/PL_SP-pb2-005_A03.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,STATIC_ANALYSIS_INCONCLUSIVE,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!SP-pb2-006#A01,PL!SP-pb2-006,桜小路きな子,名前・グループ・ユニット条件,このメンバーの下にある『Liella!』のメンバーカード1枚につき、このメンバーのコストを+1する。,,,NO,NO,NO,NO,NO,,static_evidence/PL_SP-pb2-006_A01.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!SP-pb2-046#A03,PL!SP-pb2-046,Butterfly Wing,常時効果,自分のステージにいるメンバーが持つ<ライブ開始時>能力は発動しない。,,,NO,NO,NO,NO,NO,,static_evidence/PL_SP-pb2-046_A03.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!SP-pb2-046#A04,PL!SP-pb2-046,Butterfly Wing,常時効果,自分のステージにいるメンバーが持つ<ライブ開始時>能力は発動しない。,,,NO,NO,NO,NO,NO,,static_evidence/PL_SP-pb2-046_A04.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!SP-sd2-004#A01,PL!SP-sd2-004,平安名すみれ,ブレード付与,<(ブレード)><(ブレード)><(ブレード)><(ブレード)>を得る。,,,NO,NO,NO,NO,NO,,static_evidence/PL_SP-sd2-004_A01.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
