original_audit_id,canonical_id,cardnumber,cardname,trigger,effect_text,primary_family,secondary_family,setup_id,matcher_route,trigger_reached,resolver_reached,pending_kind,runtime_state_changed,cleanup_checked,undo_checked,ui_required,ui_state_recorded,browser_ui_checked,browser_ui_passed,browser_ui_pending,final_status,reason,recommended_fix_scope,evidence,notes
PL!S-PR-031#A01,PL!S-PR-031#A01,PL!S-PR-031,国木田花丸,常時,自分か相手のステージにコスト13以上のメンバーがいる場合、<(ブレード)><(ブレード)>を得る。,continuous_attribute,opponent_state_reference,PL_S_PR_031_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_S_PR_031_A01; evidence/ui/PL_S_PR_031_A01; evidence/logs/PL_S_PR_031_A01.log; evidence/commands/PL_S_PR_031_A01.command.sh,db_match=true; phase4_family=ブレード付与; Continuous/BODY state inspected without mutation; action=state_only
PL!S-PR-039#A01,PL!S-PR-039#A01,PL!S-PR-039,渡辺曜,常時,自分と相手の成功ライブカード置き場にカードが合計4枚以上あるかぎり、<(ブレード)><(ブレード)>を得る。,success_zone_reference,other;opponent_state_reference,PL_S_PR_039_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_S_PR_039_A01; evidence/ui/PL_S_PR_039_A01; evidence/logs/PL_S_PR_039_A01.log; evidence/commands/PL_S_PR_039_A01.command.sh,db_match=true; phase4_family=ブレード付与; Continuous/BODY state inspected without mutation; action=state_only
PL!S-bp2-001#A01,PL!S-bp2-001#A01,PL!S-bp2-001,高海千歌,常時,自分の成功ライブカード置き場のカードが0枚で、かつ相手の成功ライブカード置き場にカードが1枚以上ある場合、<(ブレード)><(ブレード)><(ブレード)>を得る。,success_zone_reference,other;opponent_state_reference,PL_S_bp2_001_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_S_bp2_001_A01; evidence/ui/PL_S_bp2_001_A01; evidence/logs/PL_S_bp2_001_A01.log; evidence/commands/PL_S_bp2_001_A01.command.sh,db_match=true; phase4_family=ブレード付与; Continuous/BODY state inspected without mutation; action=state_only
PL!S-bp3-006#A01,PL!S-bp3-006#A01,PL!S-bp3-006,津島善子,起動,このメンバーをウェイトにし、手札を1枚控え室に置く：このメンバー以外の『Aqours』のメンバー1人を自分のステージから控え室に置く。そうした場合、自分の控え室から、そのメンバーのコストに2を足した数に等しいコストの『Aqours』のメンバーカードを1枚、そのメンバーがいたエリアに登場させる。,hand_to_green / discard,,PL_S_bp3_006_A01,NO_MATCH,true,true,,true,false,false,true,true,false,false,true,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_S_bp3_006_A01; evidence/ui/PL_S_bp3_006_A01; evidence/logs/PL_S_bp3_006_A01.log; evidence/commands/PL_S_bp3_006_A01.command.sh,db_match=true; phase4_family=手札を捨てる; runtime exception: AttributeError: 'list' object has no attribute 'get'; action=activate_to_green
PL!S-bp3-016#A01,PL!S-bp3-016#A01,PL!S-bp3-016,国木田花丸,常時,自分の成功ライブカード置き場にあるカード1枚につき、ステージにいるこのメンバーのコストを+1する。,success_zone_reference,other,PL_S_bp3_016_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_S_bp3_016_A01; evidence/ui/PL_S_bp3_016_A01; evidence/logs/PL_S_bp3_016_A01.log; evidence/commands/PL_S_bp3_016_A01.command.sh,db_match=true; phase4_family=成功置き場参照; Continuous/BODY state inspected without mutation; action=state_only
PL!S-bp6-002#A01,PL!S-bp6-002#A01,PL!S-bp6-002,桜内梨子,BODY,『Aqours』のライブカードが自分のライブカード置き場から控え室に置かれたとき、そのライブカードをデッキの一番上か一番下に置いてもよい。,deck_top_or_bottom_move,optional_cost,PL_S_bp6_002_A01,NO_MATCH,true,true,,false,false,false,true,true,false,false,true,TRIGGER_REACHED_RESOLVER_BLOCKED,Event-history trigger/hook family has no matching generic route for DB text.,event ledger + resolver family,evidence/state/PL_S_bp6_002_A01; evidence/ui/PL_S_bp6_002_A01; evidence/logs/PL_S_bp6_002_A01.log; evidence/commands/PL_S_bp6_002_A01.command.sh,db_match=true; phase4_family=デッキ上へ戻す; Continuous/BODY state inspected without mutation; action=state_only
PL!S-bp6-003#A01,PL!S-bp6-003#A01,PL!S-bp6-003,松浦果南,起動,"<(E)><(E)>,手札を1枚控え室に置く：このメンバー以外の『Aqours』のメンバー1人を自分のステージから控え室に置いてもよい。そうした場合、自分の控え室から、そのメンバーのコストに2を足した数に等しいコストの『Aqours』のメンバーカードを1枚、そのメンバーがいたエリアに登場させる。",energy_active_wait,optional_cost,PL_S_bp6_003_A01,NO_MATCH,true,true,,true,false,false,true,true,false,false,true,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_S_bp6_003_A01; evidence/ui/PL_S_bp6_003_A01; evidence/logs/PL_S_bp6_003_A01.log; evidence/commands/PL_S_bp6_003_A01.command.sh,db_match=true; phase4_family=手札を捨てる; runtime exception: AttributeError: 'list' object has no attribute 'get'; action=activate_to_green
PL!S-bp6-009#A01,PL!S-bp6-009#A01,PL!S-bp6-009,黒澤ルビィ,常時,相手の成功ライブカード置き場にあるカードの枚数が自分より多いかぎり、その差に等しい数の<(ブレード)>を得る。,success_zone_reference,other;opponent_state_reference,PL_S_bp6_009_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_S_bp6_009_A01; evidence/ui/PL_S_bp6_009_A01; evidence/logs/PL_S_bp6_009_A01.log; evidence/commands/PL_S_bp6_009_A01.command.sh,db_match=true; phase4_family=ブレード付与; Continuous/BODY state inspected without mutation; action=state_only
PL!S-bp7-006#A01,PL!S-bp7-006#A01,PL!S-bp7-006,津島善子,ライブ開始時,自分のデッキの下からカードを3枚控え室に置く。それらがすべて『Aqours』のメンバーカードの場合、ライブ終了時まで、<緑>を得る。,live_start_temp_heart,optional_cost,PL_S_bp7_006_A01,NO_MATCH,false,false,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_S_bp7_006_A01; evidence/ui/PL_S_bp7_006_A01; evidence/logs/PL_S_bp7_006_A01.log; evidence/commands/PL_S_bp7_006_A01.command.sh,db_match=true; phase4_family=名前・グループ・ユニット条件; Full live-set trigger flow not promoted without family browser/runtime representative completion; action=live_start_command_saved
PL!S-bp7-015#A01,PL!S-bp7-015#A01,PL!S-bp7-015,津島善子,常時,自分のデッキの下からカードを1枚控え室に置く。それがライブカードの場合、ライブ終了時まで、<赤>を得る。,deck_top_or_bottom_move,optional_cost,PL_S_bp7_015_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_S_bp7_015_A01; evidence/ui/PL_S_bp7_015_A01; evidence/logs/PL_S_bp7_015_A01.log; evidence/commands/PL_S_bp7_015_A01.command.sh,db_match=true; phase4_family=ライブ終了時cleanup; Continuous/BODY state inspected without mutation; action=state_only
PL!S-pb1-006#A01,PL!S-pb1-006#A01,PL!S-pb1-006,津島善子,起動,手札のライブカードを1枚公開する：相手は手札を1枚控え室に置いてもよい。そうしなかった場合、ライブ終了時まで、<(ブレード)><(ブレード)><(ブレード)><(ブレード)>を得る。,hand_to_green / discard,opponent_state_reference;optional_cost,PL_S_pb1_006_A01,NO_MATCH,false,false,,false,false,false,true,true,false,false,true,BLOCKED_BY_ENGINE_CAPABILITY,Effect needs opponent individual/member/live/hand state beyond current aggregate inputs.,engine capability design,evidence/state/PL_S_pb1_006_A01; evidence/ui/PL_S_pb1_006_A01; evidence/logs/PL_S_pb1_006_A01.log; evidence/commands/PL_S_pb1_006_A01.command.sh,db_match=true; phase4_family=手札を捨てる; UI route did not expose activate button for this setup; action=stage_detail.can_activate=false
PL!S-pb1-009#A01,PL!S-pb1-009#A01,PL!S-pb1-009,黒澤ルビィ,常時,自分と相手の成功ライブカード置き場にカードが合計3枚以上ある場合、<(ブレード)><(ブレード)><(ブレード)>を得る。,success_zone_reference,other;opponent_state_reference,PL_S_pb1_009_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_S_pb1_009_A01; evidence/ui/PL_S_pb1_009_A01; evidence/logs/PL_S_pb1_009_A01.log; evidence/commands/PL_S_pb1_009_A01.command.sh,db_match=true; phase4_family=ブレード付与; Continuous/BODY state inspected without mutation; action=state_only
PL!SP-bp1-001#A01,PL!SP-bp1-001#A01,PL!SP-bp1-001,澁谷かのん,常時,自分のステージにほかのメンバーがいない場合、自分はライブできない。,continuous_attribute,,PL_SP_bp1_001_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,RULE_INTERPRETATION_REQUIRED,Continuous prohibition text requires rules-level enforcement point before implementation judgement.,rules interpretation,evidence/state/PL_SP_bp1_001_A01; evidence/ui/PL_SP_bp1_001_A01; evidence/logs/PL_SP_bp1_001_A01.log; evidence/commands/PL_SP_bp1_001_A01.command.sh,db_match=true; phase4_family=常時効果; Continuous/BODY state inspected without mutation; action=state_only
PL!SP-bp2-008#A01,PL!SP-bp2-008#A01,PL!SP-bp2-008,若菜四季,起動,<(E)>：このメンバーがいるエリアとは別の自分のエリア1つを選ぶ。このメンバーをそのエリアに移動する。選んだエリアにメンバーがいる場合、そのメンバーは、このメンバーがいたエリアに移動させる。,position / active_wait,,PL_SP_bp2_008_A01,NO_MATCH,false,false,,false,false,false,true,true,false,false,true,UI_ROUTE_MISSING,Activated ability did not expose a normal activate route in stage_detail for designed setup.,server/engine activated route,evidence/state/PL_SP_bp2_008_A01; evidence/ui/PL_SP_bp2_008_A01; evidence/logs/PL_SP_bp2_008_A01.log; evidence/commands/PL_SP_bp2_008_A01.command.sh,db_match=true; phase4_family=常時効果; UI route did not expose activate button for this setup; action=stage_detail.can_activate=false
PL!SP-bp2-010#A01,PL!SP-bp2-010#A01,PL!SP-bp2-010,ウィーン・マルガレーテ,常時,相手のライブカード置き場にあるすべてのライブカードは、成功させるための必要ハートが<任意>多くなる。,live_start_required_heart,opponent_state_reference,PL_SP_bp2_010_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,BLOCKED_BY_ENGINE_CAPABILITY,Effect needs opponent individual/member/live/hand state beyond current aggregate inputs.,engine capability design,evidence/state/PL_SP_bp2_010_A01; evidence/ui/PL_SP_bp2_010_A01; evidence/logs/PL_SP_bp2_010_A01.log; evidence/commands/PL_SP_bp2_010_A01.command.sh,db_match=true; phase4_family=常時効果; Continuous/BODY state inspected without mutation; action=state_only
PL!SP-bp4-003#A02,PL!SP-bp4-003#A02,PL!SP-bp4-003,嵐千砂都,常時,<(ブレード)><(ブレード)>を得る。,continuous_attribute,,PL_SP_bp4_003_A02,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_SP_bp4_003_A02; evidence/ui/PL_SP_bp4_003_A02; evidence/logs/PL_SP_bp4_003_A02.log; evidence/commands/PL_SP_bp4_003_A02.command.sh,db_match=true; phase4_family=ブレード付与; Continuous/BODY state inspected without mutation; action=state_only
PL!SP-bp4-009#A01,PL!SP-bp4-009#A01,PL!SP-bp4-009,鬼塚夏美,常時,自分のステージにいるメンバーのコストが相手より低いかぎり、<(ブレード)><(ブレード)><(ブレード)>を得る。,continuous_attribute,opponent_state_reference,PL_SP_bp4_009_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_SP_bp4_009_A01; evidence/ui/PL_SP_bp4_009_A01; evidence/logs/PL_SP_bp4_009_A01.log; evidence/commands/PL_SP_bp4_009_A01.command.sh,db_match=true; phase4_family=ブレード付与; Continuous/BODY state inspected without mutation; action=state_only
PL!SP-bp4-016#A01,PL!SP-bp4-016#A01,PL!SP-bp4-016,葉月恋,BODY,カードの効果で自分のエネルギー置き場にエネルギーカードが置かれるたび、ライブ終了時まで、<紫>を得る。,energy_active_wait,optional_cost,PL_SP_bp4_016_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_SP_bp4_016_A01; evidence/ui/PL_SP_bp4_016_A01; evidence/logs/PL_SP_bp4_016_A01.log; evidence/commands/PL_SP_bp4_016_A01.command.sh,db_match=true; phase4_family=エネルギー; Continuous/BODY state inspected without mutation; action=state_only
PL!SP-bp7-005#A01,PL!SP-bp7-005#A01,PL!SP-bp7-005,葉月恋,BODY,このメンバーが登場するか、自分のエネルギーがエネルギー置き場からエネロキーデッキに置かれたとき、自分のエネルギーデッキから、エネルギーカードを1枚ウェイト状態で置く。そのエネルギーカードは、次のターンのアクティブフェイズにアクティブしない。,energy_active_wait,,PL_SP_bp7_005_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,TRIGGER_REACHED_RESOLVER_BLOCKED,Event-history trigger/hook family has no matching generic route for DB text.,event ledger + resolver family,evidence/state/PL_SP_bp7_005_A01; evidence/ui/PL_SP_bp7_005_A01; evidence/logs/PL_SP_bp7_005_A01.log; evidence/commands/PL_SP_bp7_005_A01.command.sh,db_match=true; phase4_family=エネルギー; Continuous/BODY state inspected without mutation; action=state_only
PL!SP-bp7-005#A02,PL!SP-bp7-005#A02,PL!SP-bp7-005,葉月恋,BODY,自分のカードの効果によって、自分のエネルギー置き場にエネルギーが置かれたとき、ライブ終了時まで、<(ブレード)>を得る。,energy_active_wait,optional_cost,PL_SP_bp7_005_A02,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_SP_bp7_005_A02; evidence/ui/PL_SP_bp7_005_A02; evidence/logs/PL_SP_bp7_005_A02.log; evidence/commands/PL_SP_bp7_005_A02.command.sh,db_match=true; phase4_family=エネルギー; Continuous/BODY state inspected without mutation; action=state_only
PL!SP-bp7-025#A01,PL!SP-bp7-025#A01,PL!SP-bp7-025,Memories,ライブ開始時,ライブ終了時まで、自分のステージにいる「嵐千砂都」1人は<(ブレード)>を得る。,live_start_temp_blade,optional_cost,PL_SP_bp7_025_A01,NO_MATCH,false,false,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_SP_bp7_025_A01; evidence/ui/PL_SP_bp7_025_A01; evidence/logs/PL_SP_bp7_025_A01.log; evidence/commands/PL_SP_bp7_025_A01.command.sh,db_match=true; phase4_family=ブレード付与; Full live-set trigger flow not promoted without family browser/runtime representative completion; action=live_start_command_saved
PL!SP-pb2-006#A02,PL!SP-pb2-006#A02,PL!SP-pb2-006,桜小路きな子,BODY,自分のライブが成功するか、このメンバーがエリアを移動したとき、自分の控室にある『Liella!』のメンバーカードを1枚、このメンバーの下に置く。,position / active_wait,,PL_SP_pb2_006_A02,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,TRIGGER_REACHED_RESOLVER_BLOCKED,Event-history trigger/hook family has no matching generic route for DB text.,event ledger + resolver family,evidence/state/PL_SP_pb2_006_A02; evidence/ui/PL_SP_pb2_006_A02; evidence/logs/PL_SP_pb2_006_A02.log; evidence/commands/PL_SP_pb2_006_A02.command.sh,db_match=true; phase4_family=名前・グループ・ユニット条件; Continuous/BODY state inspected without mutation; action=state_only
PL!SP-pb2-022#A01,PL!SP-pb2-022#A01,PL!SP-pb2-022,鬼塚冬毬,BODY,自分のステージにいる『5yncri5e!』のメンバーがセンターエリアに移動したとき、ライブ終了時まで、<(ブレード)><(ブレード)><(ブレード)><(ブレード)>を得る。,position / active_wait,optional_cost,PL_SP_pb2_022_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,TRIGGER_REACHED_RESOLVER_BLOCKED,Event-history trigger/hook family has no matching generic route for DB text.,event ledger + resolver family,evidence/state/PL_SP_pb2_022_A01; evidence/ui/PL_SP_pb2_022_A01; evidence/logs/PL_SP_pb2_022_A01.log; evidence/commands/PL_SP_pb2_022_A01.command.sh,db_match=true; phase4_family=ブレード付与; Continuous/BODY state inspected without mutation; action=state_only
PL!SP-pb2-035#A01,PL!SP-pb2-035#A01,PL!SP-pb2-035,唐可可,常時,<(ブレード)><(ブレード)>を得る。,continuous_attribute,,PL_SP_pb2_035_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_SP_pb2_035_A01; evidence/ui/PL_SP_pb2_035_A01; evidence/logs/PL_SP_pb2_035_A01.log; evidence/commands/PL_SP_pb2_035_A01.command.sh,db_match=true; phase4_family=ブレード付与; Continuous/BODY state inspected without mutation; action=state_only
PL!SP-pb2-041#A01,PL!SP-pb2-041#A01,PL!SP-pb2-041,若菜四季,常時,<(ブレード)><(ブレード)>を得る。,continuous_attribute,,PL_SP_pb2_041_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_SP_pb2_041_A01; evidence/ui/PL_SP_pb2_041_A01; evidence/logs/PL_SP_pb2_041_A01.log; evidence/commands/PL_SP_pb2_041_A01.command.sh,db_match=true; phase4_family=ブレード付与; Continuous/BODY state inspected without mutation; action=state_only
PL!SP-pb2-046#A01,PL!SP-pb2-046#A01,PL!SP-pb2-046,Butterfly Wing,常時,自分のステージにいるメンバーが持つ<ライブ開始時>能力は発動しない。,continuous_attribute,,PL_SP_pb2_046_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,RULE_INTERPRETATION_REQUIRED,Continuous prohibition text requires rules-level enforcement point before implementation judgement.,rules interpretation,evidence/state/PL_SP_pb2_046_A01; evidence/ui/PL_SP_pb2_046_A01; evidence/logs/PL_SP_pb2_046_A01.log; evidence/commands/PL_SP_pb2_046_A01.command.sh,db_match=true; phase4_family=常時効果; Continuous/BODY state inspected without mutation; action=state_only
