canonical_id,cardnumber,trigger,condition_summary,required_stage,required_hand,required_green,required_deck,required_success_zone,required_live_zone,required_energy,required_opponent_inputs,required_history_event,negative_case_difference,expected_effect,command_file
PL!S-PR-039#A01,PL!S-PR-039,常時,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!S-PR-039,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026","PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003","PL!N-bp1-029,PL!N-bp3-032",,40,aggregate opponent input if prompted,,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",blade:+2,evidence/PL_S_PR_039_A01/positive/command.sh
PL!S-bp2-001#A01,PL!S-bp2-001,常時,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!S-bp2-001,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026","PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003","PL!N-bp1-029,PL!N-bp3-032",,40,aggregate opponent input if prompted,,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",blade:+3,evidence/PL_S_bp2_001_A01/positive/command.sh
PL!S-bp3-006#A01,PL!S-bp3-006,起動,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!S-bp3-006,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026","PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003",,,40,,,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",state/log route change,evidence/PL_S_bp3_006_A01/positive/command.sh
PL!S-bp3-016#A01,PL!S-bp3-016,常時,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!S-bp3-016,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026","PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003","PL!N-bp1-029,PL!N-bp3-032",,40,,,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",state/log route change,evidence/PL_S_bp3_016_A01/positive/command.sh
PL!S-bp6-002#A01,PL!S-bp6-002,BODY,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!S-bp6-002,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026","PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003",,,40,,BODY,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",state/log route change,evidence/PL_S_bp6_002_A01/positive/command.sh
PL!S-bp6-003#A01,PL!S-bp6-003,起動,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!S-bp6-003,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026","PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003",,,40,,,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",energy/change,evidence/PL_S_bp6_003_A01/positive/command.sh
PL!S-bp6-009#A01,PL!S-bp6-009,常時,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!S-bp6-009,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026","PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003","PL!N-bp1-029,PL!N-bp3-032",,40,aggregate opponent input if prompted,,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",blade:+1,evidence/PL_S_bp6_009_A01/positive/command.sh
PL!S-bp7-006#A01,PL!S-bp7-006,ライブ開始時,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!S-bp7-006,PL!N-bp1-029,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003",,LIVE_SET hand index 0,40,,,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",state/log route change,evidence/PL_S_bp7_006_A01/positive/command.sh
PL!S-bp7-015#A01,PL!S-bp7-015,常時,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!S-bp7-015,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026","PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003",,,40,,,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",state/log route change,evidence/PL_S_bp7_015_A01/positive/command.sh
PL!S-pb1-006#A01,PL!S-pb1-006,起動,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!S-pb1-006,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026","PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003",,,40,aggregate opponent input if prompted,,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",blade:+4,evidence/PL_S_pb1_006_A01/positive/command.sh
PL!S-pb1-009#A01,PL!S-pb1-009,常時,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!S-pb1-009,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026","PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003","PL!N-bp1-029,PL!N-bp3-032",,40,aggregate opponent input if prompted,,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",blade:+3,evidence/PL_S_pb1_009_A01/positive/command.sh
PL!SP-bp1-001#A01,PL!SP-bp1-001,常時,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!SP-bp1-001,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026","PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003",,,40,,,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",cannot_live:true,evidence/PL_SP_bp1_001_A01/positive/command.sh
PL!SP-bp2-008#A01,PL!SP-bp2-008,起動,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!SP-bp2-008,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026","PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003",,,40,,,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",energy/change,evidence/PL_SP_bp2_008_A01/positive/command.sh
PL!SP-bp2-010#A01,PL!SP-bp2-010,常時,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!SP-bp2-010,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026","PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003",,,40,aggregate opponent input if prompted,,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",required_heart/change,evidence/PL_SP_bp2_010_A01/positive/command.sh
PL!SP-bp4-003#A02,PL!SP-bp4-003,常時,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!SP-bp4-003,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026","PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003",,,40,,,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",blade:+2,evidence/PL_SP_bp4_003_A02/positive/command.sh
PL!SP-bp4-009#A01,PL!SP-bp4-009,常時,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!SP-bp4-009,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026","PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003",,,40,aggregate opponent input if prompted,,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",blade:+3,evidence/PL_SP_bp4_009_A01/positive/command.sh
PL!SP-bp4-016#A01,PL!SP-bp4-016,BODY,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!SP-bp4-016,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026","PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003",,,40,,BODY,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",energy/change,evidence/PL_SP_bp4_016_A01/positive/command.sh
PL!SP-bp7-005#A01,PL!SP-bp7-005,BODY,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!SP-bp7-005,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026","PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003",,,40,,BODY,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",energy/change,evidence/PL_SP_bp7_005_A01/positive/command.sh
PL!SP-bp7-005#A02,PL!SP-bp7-005,BODY,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!SP-bp7-005,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026","PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003",,,40,,BODY,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",blade:+1;energy/change,evidence/PL_SP_bp7_005_A02/positive/command.sh
PL!SP-bp7-025#A01,PL!SP-bp7-025,ライブ開始時,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!SP-bp7-025,PL!N-bp1-029,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003",,LIVE_SET hand index 0,40,,,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",blade:+1,evidence/PL_SP_bp7_025_A01/positive/command.sh
PL!SP-pb2-006#A02,PL!SP-pb2-006,BODY,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!SP-pb2-006,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026","PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003",,,40,,BODY,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",state/log route change,evidence/PL_SP_pb2_006_A02/positive/command.sh
PL!SP-pb2-022#A01,PL!SP-pb2-022,BODY,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!SP-pb2-022,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026","PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003",,,40,,BODY,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",blade:+4,evidence/PL_SP_pb2_022_A01/positive/command.sh
PL!SP-pb2-035#A01,PL!SP-pb2-035,常時,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!SP-pb2-035,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026","PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003",,,40,,,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",blade:+2,evidence/PL_SP_pb2_035_A01/positive/command.sh
PL!SP-pb2-041#A01,PL!SP-pb2-041,常時,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!SP-pb2-041,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026","PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003",,,40,,,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",blade:+2,evidence/PL_SP_pb2_041_A01/positive/command.sh
PL!SP-pb2-046#A01,PL!SP-pb2-046,常時,positive setup satisfies visible stage/hand/green/success/energy prerequisites inferred from DB text,PL!SP-pb2-046,"PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026","PL!N-bp3-009,PL!N-bp1-029,PL!HS-bp2-015,PL!S-bp2-026,PL!SP-bp1-001","PL!N-bp1-029,PL!N-bp3-032,PL!S-bp2-026,PL!S-bp2-027,PL!HS-bp2-015,PL!HS-bp2-014,PL!N-bp3-009,LL-bp5-001,PL!SP-bp1-001,PL!S-PR-029,PL!SP-bp4-003",,,40,,,"remove hand/energy for activation, remove live hand for live-start, remove side/success prerequisites for continuous",state/log route change,evidence/PL_SP_pb2_046_A01/positive/command.sh
