original_audit_id,canonical_id,cardnumber,cardname,trigger,effect_text,family,registry_match,engine_parser_match,engine_special_match,server_route_match,resolved_route,trigger_hook_found,trigger_executed,condition_satisfied,resolver_entered,pending_created,expected_delta,actual_delta,effect_completed,expected_state_changed,cleanup_passed,undo_passed,ui_route_checked,browser_checked,browser_representative_id,final_status,reason,positive_evidence,negative_evidence,cleanup_evidence,undo_evidence,notes
PL!N-bp4-012#A01,PL!N-bp4-012#A01,PL!N-bp4-012,鐘嵐珠,常時,相手の成功ライブカード置き場にあるカードのスコアの合計が6以上であるかぎり、ライブの合計スコアを+1する。,opponent_reference_continuous,,continuous_blade;continuous_score;opponent_success_input;success_zone,normalized_text_fragment,opponent_success_count_input,normalized_text_fragment,true,true,true,true,false,live_score:+1,"{""negative_actions"": [""state_json continuous/BODY positive-negative compare""], ""negative_after"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 13, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""negative_before"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 13, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""positive_actions"": [""state_json continuous/BODY positive-negative compare""], ""positive_after"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 13, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [""PL!N-bp1-029"", ""PL!N-bp3-032""], ""temp_blade"": 0, ""temp_hearts"": {}}, ""positive_before"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 13, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [""PL!N-bp1-029"", ""PL!N-bp3-032""], ""temp_blade"": 0, ""temp_hearts"": {}}}",false,true,true,false,true,false,,TRIGGER_REACHED_RESOLVER_BLOCKED,runtime route候補はあるが、positive実行で期待delta完了まで到達しなかった。,evidence/PL_N_bp4_012_A01/positive,evidence/PL_N_bp4_012_A01/negative,evidence/PL_N_bp4_012_A01/cleanup,evidence/PL_N_bp4_012_A01/undo,source target retained from previous target_61; browser representative not marked checked; resolved_route=normalized_text_fragment
PL!N-bp4-018#A01,PL!N-bp4-018#A01,PL!N-bp4-018,近江彼方,BODY,自分のメインフェイズの間、このメンバーがアクティブ状態からウェイト状態になった時、カードを1枚引き、手札からカードを1枚控え室に置く。,other_tier3,,continuous_blade;continuous_score,,,continuous_blade;continuous_score,true,true,true,true,false,draw:+1,"{""negative_actions"": [""state_json continuous/BODY positive-negative compare""], ""negative_after"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 2, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""negative_before"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 2, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""positive_actions"": [""state_json continuous/BODY positive-negative compare""], ""positive_after"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 2, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""positive_before"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 2, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}}",false,true,true,false,false,false,,TRIGGER_REACHED_RESOLVER_BLOCKED,runtime route候補はあるが、positive実行で期待delta完了まで到達しなかった。,evidence/PL_N_bp4_018_A01/positive,evidence/PL_N_bp4_018_A01/negative,evidence/PL_N_bp4_018_A01/cleanup,evidence/PL_N_bp4_018_A01/undo,source target retained from previous target_61; browser representative not marked checked; resolved_route=continuous_blade;continuous_score
PL!N-bp4-026#A01,PL!N-bp4-026#A01,PL!N-bp4-026,DIVE!,BODY,自分のメインフェイズにこのカードが控え室から手札に加えられたとき、自分の手札からカード名が「DIVE！」のカード1枚を表向きでライブカード置き場に置いてもよい。そうした場合、次のライブカードセットフェイズで自分のライブカード置き場におけるカードの枚数の条件が1枚減る。,other_tier3,,continuous_blade;continuous_score,,pending_resolve_ui,continuous_blade;continuous_score,true,true,true,true,false,state/log route change,"{""negative_actions"": [""state_json continuous/BODY positive-negative compare""], ""negative_after"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 0, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""negative_before"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 0, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""positive_actions"": [""state_json continuous/BODY positive-negative compare""], ""positive_after"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 0, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""positive_before"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 0, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}}",false,true,true,false,true,false,,TRIGGER_REACHED_RESOLVER_BLOCKED,runtime route候補はあるが、positive実行で期待delta完了まで到達しなかった。,evidence/PL_N_bp4_026_A01/positive,evidence/PL_N_bp4_026_A01/negative,evidence/PL_N_bp4_026_A01/cleanup,evidence/PL_N_bp4_026_A01/undo,source target retained from previous target_61; browser representative not marked checked; resolved_route=continuous_blade;continuous_score
PL!N-bp4-026#A02,PL!N-bp4-026#A02,PL!N-bp4-026,DIVE!,BODY,このカードが表向きでライブカード置き場に置かれたとき、ライブ終了時まで、自分のステージにいる『虹ヶ咲』のメンバー1人は、<(ブレード)><(ブレード)>を得る。,blade_continuous,,continuous_blade;continuous_score,,,continuous_blade;continuous_score,true,true,true,true,false,blade:+2,"{""negative_actions"": [""state_json continuous/BODY positive-negative compare""], ""negative_after"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 0, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""negative_before"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 0, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""positive_actions"": [""state_json continuous/BODY positive-negative compare""], ""positive_after"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 0, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""positive_before"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 0, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}}",false,true,true,false,false,false,,TRIGGER_REACHED_RESOLVER_BLOCKED,runtime route候補はあるが、positive実行で期待delta完了まで到達しなかった。,evidence/PL_N_bp4_026_A02/positive,evidence/PL_N_bp4_026_A02/negative,evidence/PL_N_bp4_026_A02/cleanup,evidence/PL_N_bp4_026_A02/undo,source target retained from previous target_61; browser representative not marked checked; resolved_route=continuous_blade;continuous_score
PL!N-bp5-002#A01,PL!N-bp5-002#A01,PL!N-bp5-002,中須かすみ,常時,自分と相手のステージの中で、このメンバーがほかのすべてのメンバーより多くのハートを持つかぎり、ライブの合計スコアを+1する。,opponent_reference_continuous,,continuous_blade;continuous_score,,,continuous_blade;continuous_score,true,true,true,true,false,live_score:+1,"{""negative_actions"": [""state_json continuous/BODY positive-negative compare""], ""negative_after"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 15, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""negative_before"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 15, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""positive_actions"": [""state_json continuous/BODY positive-negative compare""], ""positive_after"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 15, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""positive_before"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 15, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}}",false,true,true,false,false,false,,TRIGGER_REACHED_RESOLVER_BLOCKED,runtime route候補はあるが、positive実行で期待delta完了まで到達しなかった。,evidence/PL_N_bp5_002_A01/positive,evidence/PL_N_bp5_002_A01/negative,evidence/PL_N_bp5_002_A01/cleanup,evidence/PL_N_bp5_002_A01/undo,source target retained from previous target_61; browser representative not marked checked; resolved_route=continuous_blade;continuous_score
PL!N-bp5-003#A01,PL!N-bp5-003#A01,PL!N-bp5-003,桜坂しずく,起動,手札を1枚控え室に置く：自分の控え室にあるライブカードを1枚選び、そのカードのスコアに等しい数の<(E)>を支払ってもよい。そうした場合、そのライブカードを手札に加える。,activated_runtime,,activated,,stage_activate_button;hand_activate_button;pending_resolve_ui,activated,true,true,true,true,true,energy/change,"{""negative_actions"": [""activate_to_green:C"", ""resolve_pending:PL!N-bp4-030""], ""negative_after"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": true, ""deck_count"": 11, ""effective_cost"": 11, ""energy_active"": 0, ""energy_wait"": 3, ""green_count"": 6, ""hand_count"": 5, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""negative_before"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": true, ""deck_count"": 11, ""effective_cost"": 11, ""energy_active"": 0, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 6, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""positive_actions"": [""activate_to_green:C"", ""resolve_pending:PL!N-bp3-009""], ""positive_after"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": true, ""deck_count"": 11, ""effective_cost"": 11, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 6, ""hand_count"": 3, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""positive_before"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": true, ""deck_count"": 11, ""effective_cost"": 11, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}}",false,true,true,true,true,false,PL_N_bp5_003_A01,TRIGGER_REACHED_RESOLVER_BLOCKED,runtime route候補はあるが、positive実行で期待delta完了まで到達しなかった。,evidence/PL_N_bp5_003_A01/positive,evidence/PL_N_bp5_003_A01/negative,evidence/PL_N_bp5_003_A01/cleanup,evidence/PL_N_bp5_003_A01/undo,source target retained from previous target_61; browser representative not marked checked; resolved_route=activated
PL!N-bp5-030#A01,PL!N-bp5-030#A01,PL!N-bp5-030,繚乱！ビクトリーロード,BODY,自分のステージにいるメンバーの<ライブ開始時>能力が解決するたび、そのメンバーが<ALL>を持たない場合、ライブ終了時まで、そのメンバーは<ALL>を得る。,other_tier3,,continuous_blade;continuous_score,,,continuous_blade;continuous_score,true,true,true,true,false,state/log route change,"{""negative_actions"": [""state_json continuous/BODY positive-negative compare""], ""negative_after"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 0, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""negative_before"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 0, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""positive_actions"": [""state_json continuous/BODY positive-negative compare""], ""positive_after"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 0, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""positive_before"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 0, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}}",false,true,true,false,false,false,,TRIGGER_REACHED_RESOLVER_BLOCKED,runtime route候補はあるが、positive実行で期待delta完了まで到達しなかった。,evidence/PL_N_bp5_030_A01/positive,evidence/PL_N_bp5_030_A01/negative,evidence/PL_N_bp5_030_A01/cleanup,evidence/PL_N_bp5_030_A01/undo,source target retained from previous target_61; browser representative not marked checked; resolved_route=continuous_blade;continuous_score
PL!N-bp7-004#A01,PL!N-bp7-004#A01,PL!N-bp7-004,朝香果林,起動,エネルギー置き場にあるエネルギー1枚をこのメンバーの下に置く：相手のステージにいる、元々持つ<(ブレード)>の数がこのメンバーの下にあるエネルギーカードの枚数に1を足した数以下のメンバー1人をウェイトにする。,activated_runtime,,activated;opponent_wait_input;energy_under,normalized_text_fragment,stage_activate_button;hand_activate_button;opponent_wait_count_input,normalized_text_fragment,true,true,true,true,false,blade:+1;energy/change,"{""negative_actions"": [""activate_to_green:C""], ""negative_after"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 13, ""energy_active"": 0, ""energy_wait"": 2, ""green_count"": 5, ""hand_count"": 6, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""negative_before"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 13, ""energy_active"": 0, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 6, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""positive_actions"": [""activate_to_green:C""], ""positive_after"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 13, ""energy_active"": 40, ""energy_wait"": 2, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""positive_before"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 13, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}}",false,true,true,true,true,false,PL_N_bp7_004_A01,TRIGGER_REACHED_RESOLVER_BLOCKED,runtime route候補はあるが、positive実行で期待delta完了まで到達しなかった。,evidence/PL_N_bp7_004_A01/positive,evidence/PL_N_bp7_004_A01/negative,evidence/PL_N_bp7_004_A01/cleanup,evidence/PL_N_bp7_004_A01/undo,source target retained from previous target_61; browser representative not marked checked; resolved_route=normalized_text_fragment
PL!N-pb1-002#A02,PL!N-pb1-002#A02,PL!N-pb1-002,中須かすみ,常時,このメンバーの下にエネルギーカードが2枚以上置かれているかぎり、ライブの合計スコアを+1する。,live_score_continuous,,continuous_blade;continuous_score;energy_under,,,continuous_blade;continuous_score;energy_under,true,true,true,true,false,live_score:+1;energy/change,"{""negative_actions"": [""state_json continuous/BODY positive-negative compare""], ""negative_after"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 13, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""negative_before"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 13, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""positive_actions"": [""state_json continuous/BODY positive-negative compare""], ""positive_after"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 13, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}, ""positive_before"": {""always_blade_bonus"": 0, ""always_hearts_bonus"": {}, ""always_score_bonus"": 0, ""can_activate"": false, ""deck_count"": 11, ""effective_cost"": 13, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 4, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": 0, ""temp_hearts"": {}}}",false,true,true,false,false,false,,TRIGGER_REACHED_RESOLVER_BLOCKED,runtime route候補はあるが、positive実行で期待delta完了まで到達しなかった。,evidence/PL_N_pb1_002_A02/positive,evidence/PL_N_pb1_002_A02/negative,evidence/PL_N_pb1_002_A02/cleanup,evidence/PL_N_pb1_002_A02/undo,source target retained from previous target_61; browser representative not marked checked; resolved_route=continuous_blade;continuous_score;energy_under
PL!N-pb1-003#A01,PL!N-pb1-003#A01,PL!N-pb1-003,桜坂しずく,起動,<(E)><(E)>このカードを手札から控え室に置く：カードを1枚引き、ライブ終了時まで、自分のステージにいる『虹ヶ咲』のメンバー1人は<(ブレード)>を得る。この能力は、このカードが手札にある場合のみ起動できる。,activated_runtime,,activated,,stage_activate_button;hand_activate_button,activated,true,false,true,false,false,draw:+1;blade:+1;energy/change,"{""negative_actions"": [""activate_from_hand:-1""], ""negative_after"": {""always_blade_bonus"": null, ""always_hearts_bonus"": null, ""always_score_bonus"": null, ""can_activate"": null, ""deck_count"": 11, ""effective_cost"": null, ""energy_active"": 0, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 6, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": null, ""temp_hearts"": null}, ""negative_before"": {""always_blade_bonus"": null, ""always_hearts_bonus"": null, ""always_score_bonus"": null, ""can_activate"": null, ""deck_count"": 11, ""effective_cost"": null, ""energy_active"": 0, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 6, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": null, ""temp_hearts"": null}, ""positive_actions"": [""activate_from_hand:0""], ""positive_after"": {""always_blade_bonus"": null, ""always_hearts_bonus"": null, ""always_score_bonus"": null, ""can_activate"": null, ""deck_count"": 11, ""effective_cost"": null, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 3, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": null, ""temp_hearts"": null}, ""positive_before"": {""always_blade_bonus"": null, ""always_hearts_bonus"": null, ""always_score_bonus"": null, ""can_activate"": null, ""deck_count"": 11, ""effective_cost"": null, ""energy_active"": 40, ""energy_wait"": 3, ""green_count"": 5, ""hand_count"": 3, ""pending_kind"": """", ""phase"": ""MAIN"", ""set_zone"": [], ""success_zone"": [], ""temp_blade"": null, ""temp_hearts"": null}}",false,true,true,false,true,false,PL_N_pb1_003_A01,TRIGGER_REACHED_RESOLVER_BLOCKED,runtime route候補はあるが、positive実行で期待delta完了まで到達しなかった。,evidence/PL_N_pb1_003_A01/positive,evidence/PL_N_pb1_003_A01/negative,evidence/PL_N_pb1_003_A01/cleanup,evidence/PL_N_pb1_003_A01/undo,source target retained from previous target_61; browser representative not marked checked; resolved_route=activated
